  6.0516900e+005  6.1179200e+005
  6.0519300e+005  6.1298000e+005
  6.0529100e+005  6.1385300e+005
  6.0530000e+005  6.1434100e+005
  6.0599300e+005  6.1556500e+005
  6.0601100e+005  6.1637600e+005
  6.0616200e+005  6.1688300e+005
  6.0679200e+005  6.1742200e+005
  6.0619000e+005  6.1696800e+005
  6.0680700e+005  6.1745600e+005
  6.0727500e+005  6.1714100e+005
  6.0817800e+005  6.1726200e+005
  6.0830200e+005  6.1681600e+005
  6.0838800e+005  6.1608800e+005
  6.0898600e+005  6.1528000e+005
  6.0952100e+005  6.1463900e+005
  6.0976200e+005  6.1374700e+005
  6.0995000e+005  6.1320700e+005
  6.0998300e+005  6.1239700e+005
  6.1003900e+005  6.1142800e+005
  6.0963200e+005  6.1044500e+005
  6.0994800e+005  6.0999700e+005
  6.0943700e+005  6.0980300e+005
  6.0980800e+005  6.0878500e+005
  6.0877700e+005  6.0861800e+005
  6.0852800e+005  6.0813000e+005
  6.0818800e+005  6.0794700e+005
  6.0766500e+005  6.0797700e+005
  6.0639500e+005  6.0888900e+005
  6.0583400e+005  6.0866000e+005
  6.0547600e+005  6.0908200e+005
  6.0423800e+005  6.1012900e+005
  6.0405500e+005  6.1032900e+005
  6.0373900e+005  6.1083500e+005
  6.0330200e+005  6.1174200e+005
  6.0290600e+005  6.1203400e+005
  6.0218700e+005  6.1216900e+005
  6.0296800e+005  6.1293000e+005
  6.0243500e+005  6.1314500e+005
  6.0206700e+005  6.1351000e+005
  6.0209200e+005  6.1377800e+005
  6.0222700e+005  6.1412200e+005
  6.0228900e+005  6.1440500e+005
  6.0161300e+005  6.1370000e+005
  6.0255400e+005  6.1359300e+005
  6.0156800e+005  6.1317400e+005
  6.0179900e+005  6.1176700e+005
  6.0195800e+005  6.1066200e+005
  6.0239400e+005  6.1040800e+005
  6.0252300e+005  6.0915000e+005
  6.0224100e+005  6.0810700e+005
  6.0161500e+005  6.0728000e+005
  6.0197900e+005  6.0582700e+005
  6.0230400e+005  6.0475900e+005
  6.0224500e+005  6.0378700e+005
  6.0146400e+005  6.0311200e+005
  6.0112100e+005  6.0208600e+005
  6.0110500e+005  6.0142600e+005
  6.0056600e+005  6.0106000e+005
  6.0042500e+005  6.0014700e+005
  5.9979700e+005  5.9999900e+005
  5.9928000e+005  5.9965700e+005
  5.9962600e+005  5.9959000e+005
  5.9877100e+005  6.0023300e+005
  5.9845300e+005  6.0062500e+005
  5.9793300e+005  6.0106100e+005
  5.9803200e+005  6.0104700e+005
  5.9735100e+005  6.0226400e+005
  5.9737700e+005  6.0294700e+005
  5.9737900e+005  6.0407000e+005
  5.9759100e+005  6.0537300e+005
  5.9745100e+005  6.0606500e+005
  5.9767300e+005  6.0729600e+005
  5.9822700e+005  6.0867500e+005
  5.9829100e+005  6.0932500e+005
  5.9832400e+005  6.0933400e+005
  5.9934300e+005  6.1051300e+005
  5.9964600e+005  6.1105400e+005
  6.0018200e+005  6.1102800e+005
  6.0033300e+005  6.1119500e+005
  6.0096300e+005  6.1091500e+005
  6.0167800e+005  6.1104800e+005
  6.0228600e+005  6.1065600e+005
  6.0251000e+005  6.1028200e+005
  6.0256900e+005  6.0988200e+005
  6.0321100e+005  6.0872600e+005
  6.0318300e+005  6.0857000e+005
  6.0416400e+005  6.0707200e+005
  6.0426100e+005  6.0679800e+005
  6.0418300e+005  6.0577000e+005
  6.0441000e+005  6.0553400e+005
  6.0421500e+005  6.0457900e+005
  6.0417500e+005  6.0412900e+005
  6.0433400e+005  6.0399600e+005
  6.0382900e+005  6.0377100e+005
  6.0359900e+005  6.0436400e+005
  6.0357600e+005  6.0456200e+005
  6.0329300e+005  6.0496100e+005
  6.0341100e+005  6.0552900e+005
  6.0294000e+005  6.0626900e+005
  6.0340900e+005  6.0779400e+005
  6.0300400e+005  6.0927800e+005
  6.0317800e+005  6.0998300e+005
  6.0322700e+005  6.1113000e+005
  6.0272600e+005  6.1211500e+005
  6.0357000e+005  6.1376000e+005
  6.0355700e+005  6.1448600e+005
  6.0396200e+005  6.1516200e+005
  6.0430900e+005  6.1590500e+005
  6.0498500e+005  6.1590000e+005
  6.0503400e+005  6.1643800e+005
  6.0569100e+005  6.1677500e+005
  6.0595200e+005  6.1682200e+005
  6.0628200e+005  6.1652100e+005
  6.0697600e+005  6.1593900e+005
  6.0739100e+005  6.1548100e+005
  6.0806900e+005  6.1488900e+005
  6.0833800e+005  6.1353400e+005
  6.0826100e+005  6.1303600e+005
  6.0862400e+005  6.1229100e+005
  6.0820900e+005  6.1153900e+005
  6.0810800e+005  6.1067300e+005
  6.0872200e+005  6.0942800e+005
  6.0841000e+005  6.0913400e+005
  6.0761100e+005  6.0889200e+005
  6.0825200e+005  6.0842900e+005
  6.0780700e+005  6.0795900e+005
  6.0794900e+005  6.0842700e+005
  6.0664300e+005  6.0859600e+005
  6.0662300e+005  6.0830400e+005
  6.0720200e+005  6.0849700e+005
  6.0650800e+005  6.0926500e+005
  6.0616500e+005  6.0932400e+005
  6.0633100e+005  6.1037600e+005
  6.0589700e+005  6.1094500e+005
  6.0595100e+005  6.1131900e+005
  6.0593200e+005  6.1279800e+005
  6.0630300e+005  6.1281900e+005
  6.0599800e+005  6.1471900e+005
  6.0649300e+005  6.1470900e+005
  6.0633300e+005  6.1581600e+005
  6.0636200e+005  6.1723400e+005
  6.0622800e+005  6.1770300e+005
  6.0659700e+005  6.1809300e+005
  6.0688800e+005  6.1870900e+005
  6.0744300e+005  6.1937700e+005
  6.0759200e+005  6.1856500e+005
  6.0787700e+005  6.1889700e+005
  6.0830500e+005  6.1853900e+005
  6.0870800e+005  6.1842600e+005
  6.0850800e+005  6.1814300e+005
  6.0872200e+005  6.1678800e+005
  6.0865400e+005  6.1615800e+005
  6.0890300e+005  6.1552800e+005
  6.0918300e+005  6.1420500e+005
  6.0912200e+005  6.1297000e+005
  6.0897600e+005  6.1207000e+005
  6.0818000e+005  6.1055500e+005
  6.0853200e+005  6.0942000e+005
  6.0779500e+005  6.0852300e+005
  6.0719100e+005  6.0739800e+005
  6.0732000e+005  6.0673200e+005
  6.0616300e+005  6.0599200e+005
  6.0591800e+005  6.0566500e+005
  6.0469100e+005  6.0487200e+005
  6.0385800e+005  6.0401900e+005
  6.0348300e+005  6.0424700e+005
  6.0280400e+005  6.0485500e+005
  6.0195000e+005  6.0439700e+005
  6.0178900e+005  6.0440800e+005
  6.0047300e+005  6.0507000e+005
  5.9999000e+005  6.0621000e+005
  5.9977300e+005  6.0641900e+005
  5.9992400e+005  6.0723400e+005
  5.9923900e+005  6.0815200e+005
  5.9840000e+005  6.0884600e+005
  5.9878100e+005  6.0898000e+005
  5.9861700e+005  6.0991400e+005
  5.9872700e+005  6.0992500e+005
  5.9873700e+005  6.0999600e+005
  5.9914000e+005  6.1015900e+005
  5.9951300e+005  6.0972500e+005
  5.9952600e+005  6.0973500e+005
  5.9978700e+005  6.0845900e+005
  5.9995600e+005  6.0855300e+005
  5.9994100e+005  6.0776200e+005
  6.0057600e+005  6.0720700e+005
  6.0054200e+005  6.0621600e+005
  6.0066200e+005  6.0491500e+005
  6.0136900e+005  6.0423300e+005
  6.0119600e+005  6.0338000e+005
  6.0155500e+005  6.0258200e+005
  6.0166500e+005  6.0168100e+005
  6.0090700e+005  6.0127200e+005
  6.0022600e+005  6.0032800e+005
  6.0033700e+005  6.0014600e+005
