epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1651820602637,2022-05-06T10.03.22.637,48.121,-0.935,0.053,0.389
1651820602677,2022-05-06T10.03.22.677,48.161,-0.935,0.053,0.388
1651820602718,2022-05-06T10.03.22.718,48.202,-0.935,0.054,0.389
1651820602757,2022-05-06T10.03.22.757,48.241,-0.933,0.051,0.392
1651820602798,2022-05-06T10.03.22.798,48.282,-0.933,0.054,0.390
1651820602838,2022-05-06T10.03.22.838,48.322,-0.935,0.054,0.389
1651820602878,2022-05-06T10.03.22.878,48.362,-0.934,0.052,0.391
1651820602919,2022-05-06T10.03.22.919,48.403,-0.931,0.050,0.388
1651820602958,2022-05-06T10.03.22.958,48.442,-0.935,0.051,0.388
1651820602999,2022-05-06T10.03.22.999,48.483,-0.933,0.059,0.391
1651820603039,2022-05-06T10.03.23.039,48.523,-0.935,0.059,0.392
1651820603078,2022-05-06T10.03.23.078,48.562,-0.938,0.056,0.386
1651820603119,2022-05-06T10.03.23.119,48.603,-0.936,0.054,0.384
1651820603159,2022-05-06T10.03.23.159,48.643,-0.935,0.051,0.386
1651820603200,2022-05-06T10.03.23.200,48.684,-0.933,0.050,0.388
1651820603239,2022-05-06T10.03.23.239,48.723,-0.934,0.056,0.384
1651820603280,2022-05-06T10.03.23.280,48.764,-0.937,0.060,0.382
1651820603320,2022-05-06T10.03.23.320,48.804,-0.938,0.060,0.384
1651820603359,2022-05-06T10.03.23.359,48.843,-0.937,0.062,0.386
1651820603401,2022-05-06T10.03.23.401,48.885,-0.938,0.058,0.384
1651820603440,2022-05-06T10.03.23.440,48.924,-0.933,0.055,0.384
1651820603481,2022-05-06T10.03.23.481,48.965,-0.933,0.059,0.384
1651820603521,2022-05-06T10.03.23.521,49.005,-0.935,0.059,0.385
1651820603560,2022-05-06T10.03.23.560,49.044,-0.935,0.061,0.385
1651820603601,2022-05-06T10.03.23.601,49.085,-0.938,0.063,0.383
1651820603641,2022-05-06T10.03.23.641,49.125,-0.936,0.062,0.382
1651820603682,2022-05-06T10.03.23.682,49.166,-0.937,0.062,0.381
1651820603721,2022-05-06T10.03.23.721,49.205,-0.933,0.055,0.384
1651820603761,2022-05-06T10.03.23.761,49.245,-0.934,0.053,0.383
1651820603802,2022-05-06T10.03.23.802,49.286,-0.938,0.056,0.384
1651820603841,2022-05-06T10.03.23.841,49.325,-0.938,0.069,0.380
1651820603882,2022-05-06T10.03.23.882,49.366,-0.945,0.077,0.377
1651820603922,2022-05-06T10.03.23.922,49.406,-0.939,0.069,0.383
1651820603962,2022-05-06T10.03.23.962,49.446,-0.927,0.056,0.389
1651820604003,2022-05-06T10.03.24.003,49.487,-0.928,0.048,0.388
1651820604042,2022-05-06T10.03.24.042,49.526,-0.932,0.047,0.386
1651820604083,2022-05-06T10.03.24.083,49.567,-0.938,0.061,0.382
1651820604123,2022-05-06T10.03.24.123,49.607,-0.939,0.064,0.384
1651820604162,2022-05-06T10.03.24.162,49.646,-0.939,0.068,0.384
1651820604203,2022-05-06T10.03.24.203,49.687,-0.938,0.061,0.387
1651820604243,2022-05-06T10.03.24.243,49.727,-0.933,0.046,0.390
1651820604284,2022-05-06T10.03.24.284,49.768,-0.931,0.051,0.389
1651820604323,2022-05-06T10.03.24.323,49.807,-0.934,0.052,0.387
1651820604363,2022-05-06T10.03.24.363,49.847,-0.934,0.061,0.385
1651820604404,2022-05-06T10.03.24.404,49.888,-0.932,0.069,0.395
1651820604443,2022-05-06T10.03.24.443,49.927,-0.926,0.078,0.391
1651820604484,2022-05-06T10.03.24.484,49.968,-0.933,0.046,0.394
1651820604524,2022-05-06T10.03.24.524,50.008,-0.945,0.045,0.388
1651820604565,2022-05-06T10.03.24.565,50.049,-0.938,0.062,0.384
1651820604605,2022-05-06T10.03.24.605,50.089,-0.923,0.025,0.407
1651820604644,2022-05-06T10.03.24.644,50.128,-0.929,0.056,0.393
1651820604685,2022-05-06T10.03.24.685,50.169,-0.937,0.097,0.378
1651820604725,2022-05-06T10.03.24.725,50.209,-0.926,0.036,0.398
1651820604766,2022-05-06T10.03.24.766,50.250,-0.924,0.036,0.403
1651820604805,2022-05-06T10.03.24.805,50.289,-0.940,0.057,0.389
1651820604845,2022-05-06T10.03.24.845,50.329,-0.942,0.052,0.387
1651820604886,2022-05-06T10.03.24.886,50.370,-0.942,0.043,0.393
1651820604925,2022-05-06T10.03.24.925,50.409,-0.937,0.054,0.391
1651820604966,2022-05-06T10.03.24.966,50.450,-0.924,0.047,0.395
1651820605006,2022-05-06T10.03.25.006,50.490,-0.922,0.049,0.397
1651820605046,2022-05-06T10.03.25.046,50.530,-0.929,0.056,0.396
1651820605087,2022-05-06T10.03.25.087,50.571,-0.939,0.050,0.394
1651820605126,2022-05-06T10.03.25.126,50.610,-0.939,0.049,0.392
1651820605167,2022-05-06T10.03.25.167,50.651,-0.931,0.049,0.395
1651820605207,2022-05-06T10.03.25.207,50.691,-0.927,0.048,0.396
1651820605246,2022-05-06T10.03.25.246,50.730,-0.927,0.049,0.396
1651820605287,2022-05-06T10.03.25.287,50.771,-0.929,0.045,0.399
1651820605327,2022-05-06T10.03.25.327,50.811,-0.935,0.049,0.400
1651820605368,2022-05-06T10.03.25.368,50.852,-0.928,0.058,0.398
1651820605407,2022-05-06T10.03.25.407,50.891,-0.937,0.049,0.397
1651820605447,2022-05-06T10.03.25.447,50.931,-0.937,0.056,0.396
1651820605488,2022-05-06T10.03.25.488,50.972,-0.918,0.051,0.406
1651820605527,2022-05-06T10.03.25.527,51.011,-0.928,0.051,0.399
1651820605568,2022-05-06T10.03.25.568,51.052,-0.932,0.049,0.398
1651820605608,2022-05-06T10.03.25.608,51.092,-0.923,0.050,0.407
1651820605648,2022-05-06T10.03.25.648,51.132,-0.935,0.052,0.406
1651820605689,2022-05-06T10.03.25.689,51.173,-0.930,0.053,0.403
1651820605728,2022-05-06T10.03.25.728,51.212,-0.930,0.054,0.401
1651820605769,2022-05-06T10.03.25.769,51.253,-0.927,0.051,0.398
1651820605809,2022-05-06T10.03.25.809,51.293,-0.930,0.057,0.399
1651820605848,2022-05-06T10.03.25.848,51.332,-0.924,0.043,0.410
1651820605889,2022-05-06T10.03.25.889,51.373,-0.926,0.075,0.407
1651820605929,2022-05-06T10.03.25.929,51.413,-0.938,0.068,0.396
1651820605970,2022-05-06T10.03.25.970,51.454,-0.923,0.046,0.402
1651820606009,2022-05-06T10.03.26.009,51.493,-0.926,0.039,0.406
1651820606050,2022-05-06T10.03.26.050,51.534,-0.929,0.056,0.400
1651820606090,2022-05-06T10.03.26.090,51.574,-0.925,0.051,0.399
1651820606130,2022-05-06T10.03.26.130,51.614,-0.931,0.052,0.401
1651820606171,2022-05-06T10.03.26.171,51.655,-0.933,0.051,0.408
1651820606210,2022-05-06T10.03.26.210,51.694,-0.919,0.051,0.417
1651820606251,2022-05-06T10.03.26.251,51.735,-0.923,0.050,0.410
1651820606291,2022-05-06T10.03.26.291,51.775,-0.917,0.055,0.404
1651820606330,2022-05-06T10.03.26.330,51.814,-0.938,0.046,0.396
1651820606371,2022-05-06T10.03.26.371,51.855,-0.944,0.042,0.392
1651820606411,2022-05-06T10.03.26.411,51.895,-0.926,0.045,0.408
1651820606452,2022-05-06T10.03.26.452,51.936,-0.919,0.031,0.415
1651820606491,2022-05-06T10.03.26.491,51.975,-0.932,0.065,0.400
1651820606531,2022-05-06T10.03.26.531,52.015,-0.935,0.051,0.400
1651820606572,2022-05-06T10.03.26.572,52.056,-0.926,0.043,0.401
1651820606611,2022-05-06T10.03.26.611,52.095,-0.930,0.035,0.396
1651820606652,2022-05-06T10.03.26.652,52.136,-0.934,0.045,0.392
1651820606692,2022-05-06T10.03.26.692,52.176,-0.928,0.052,0.403
1651820606732,2022-05-06T10.03.26.732,52.216,-0.932,0.043,0.405
1651820606773,2022-05-06T10.03.26.773,52.257,-0.931,0.049,0.391
1651820606812,2022-05-06T10.03.26.812,52.296,-0.930,0.044,0.395
1651820606853,2022-05-06T10.03.26.853,52.337,-0.925,0.038,0.399
1651820606893,2022-05-06T10.03.26.893,52.377,-0.952,0.043,0.382
1651820606932,2022-05-06T10.03.26.932,52.416,-0.927,0.047,0.390
1651820606973,2022-05-06T10.03.26.973,52.457,-0.932,0.046,0.397
1651820607013,2022-05-06T10.03.27.013,52.497,-0.945,0.038,0.392
1651820607054,2022-05-06T10.03.27.054,52.538,-0.922,0.051,0.393
1651820607093,2022-05-06T10.03.27.093,52.577,-0.932,0.045,0.390
1651820607133,2022-05-06T10.03.27.133,52.617,-0.948,0.032,0.386
1651820607174,2022-05-06T10.03.27.174,52.658,-0.937,0.043,0.390
1651820607213,2022-05-06T10.03.27.213,52.697,-0.928,0.054,0.392
1651820607255,2022-05-06T10.03.27.255,52.739,-0.936,0.050,0.389
1651820607294,2022-05-06T10.03.27.294,52.778,-0.924,0.054,0.395
1651820607334,2022-05-06T10.03.27.334,52.818,-0.940,0.059,0.389
1651820607375,2022-05-06T10.03.27.375,52.859,-0.940,0.049,0.384
1651820607414,2022-05-06T10.03.27.414,52.898,-0.924,0.052,0.392
1651820607455,2022-05-06T10.03.27.455,52.939,-0.939,0.059,0.388
1651820607495,2022-05-06T10.03.27.495,52.979,-0.924,0.065,0.389
1651820607534,2022-05-06T10.03.27.534,53.018,-0.925,0.063,0.394
1651820607575,2022-05-06T10.03.27.575,53.059,-0.941,0.058,0.383
1651820607615,2022-05-06T10.03.27.615,53.099,-0.948,0.049,0.377
1651820607656,2022-05-06T10.03.27.656,53.140,-0.938,0.053,0.380
1651820607695,2022-05-06T10.03.27.695,53.179,-0.938,0.053,0.379
1651820607736,2022-05-06T10.03.27.736,53.220,-0.940,0.054,0.379
1651820607776,2022-05-06T10.03.27.776,53.260,-0.930,0.060,0.386
1651820607816,2022-05-06T10.03.27.816,53.300,-0.940,0.060,0.386
1651820607857,2022-05-06T10.03.27.857,53.341,-0.938,0.056,0.383
1651820607896,2022-05-06T10.03.27.896,53.380,-0.938,0.058,0.381
1651820607937,2022-05-06T10.03.27.937,53.421,-0.930,0.053,0.388
1651820607977,2022-05-06T10.03.27.977,53.461,-0.935,0.061,0.387
1651820608016,2022-05-06T10.03.28.016,53.500,-0.933,0.061,0.390
1651820608057,2022-05-06T10.03.28.057,53.541,-0.933,0.063,0.390
1651820608097,2022-05-06T10.03.28.097,53.581,-0.934,0.063,0.390
1651820608138,2022-05-06T10.03.28.138,53.622,-0.936,0.060,0.387
1651820608177,2022-05-06T10.03.28.177,53.661,-0.936,0.061,0.387
1651820608217,2022-05-06T10.03.28.217,53.701,-0.932,0.062,0.390
1651820608258,2022-05-06T10.03.28.258,53.742,-0.930,0.061,0.392
1651820608297,2022-05-06T10.03.28.297,53.781,-0.935,0.060,0.391
1651820608338,2022-05-06T10.03.28.338,53.822,-0.933,0.062,0.391
1651820608378,2022-05-06T10.03.28.378,53.862,-0.931,0.062,0.395
1651820608418,2022-05-06T10.03.28.418,53.902,-0.928,0.062,0.395
1651820608459,2022-05-06T10.03.28.459,53.943,-0.932,0.061,0.395
1651820608498,2022-05-06T10.03.28.498,53.982,-0.931,0.062,0.393
1651820608539,2022-05-06T10.03.28.539,54.023,-0.931,0.061,0.394
1651820608579,2022-05-06T10.03.28.579,54.063,-0.931,0.063,0.396
1651820608618,2022-05-06T10.03.28.618,54.102,-0.930,0.063,0.392
1651820608659,2022-05-06T10.03.28.659,54.143,-0.934,0.053,0.389
1651820608699,2022-05-06T10.03.28.699,54.183,-0.937,0.061,0.391
1651820608740,2022-05-06T10.03.28.740,54.224,-0.936,0.062,0.392
1651820608779,2022-05-06T10.03.28.779,54.263,-0.937,0.061,0.392
1651820608819,2022-05-06T10.03.28.819,54.303,-0.931,0.060,0.392
1651820608860,2022-05-06T10.03.28.860,54.344,-0.930,0.058,0.393
1651820608900,2022-05-06T10.03.28.900,54.384,-0.935,0.053,0.394
1651820608941,2022-05-06T10.03.28.941,54.425,-0.930,0.059,0.396
1651820608980,2022-05-06T10.03.28.980,54.464,-0.925,0.065,0.398
1651820609021,2022-05-06T10.03.29.021,54.505,-0.920,0.066,0.404
1651820609061,2022-05-06T10.03.29.061,54.545,-0.927,0.067,0.402
1651820609100,2022-05-06T10.03.29.100,54.584,-0.938,0.056,0.396
1651820609141,2022-05-06T10.03.29.141,54.625,-0.933,0.055,0.396
1651820609181,2022-05-06T10.03.29.181,54.665,-0.920,0.055,0.403
1651820609222,2022-05-06T10.03.29.222,54.706,-0.930,0.049,0.402
1651820609261,2022-05-06T10.03.29.261,54.745,-0.938,0.054,0.393
1651820609301,2022-05-06T10.03.29.301,54.785,-0.938,0.054,0.391
1651820609342,2022-05-06T10.03.29.342,54.826,-0.936,0.053,0.396
1651820609381,2022-05-06T10.03.29.381,54.865,-0.925,0.058,0.403
1651820609422,2022-05-06T10.03.29.422,54.906,-0.893,0.062,0.420
1651820609462,2022-05-06T10.03.29.462,54.946,-0.907,0.054,0.412
1651820609502,2022-05-06T10.03.29.502,54.986,-0.958,0.010,0.385
1651820609543,2022-05-06T10.03.29.543,55.027,-0.965,0.046,0.366
1651820609582,2022-05-06T10.03.29.582,55.066,-0.946,0.048,0.385
1651820609623,2022-05-06T10.03.29.623,55.107,-0.919,0.045,0.401
1651820609663,2022-05-06T10.03.29.663,55.147,-0.924,0.036,0.399
1651820609702,2022-05-06T10.03.29.702,55.186,-0.931,0.037,0.396
1651820609743,2022-05-06T10.03.29.743,55.227,-0.932,0.041,0.398
1651820609783,2022-05-06T10.03.29.783,55.267,-0.934,0.039,0.398
1651820609824,2022-05-06T10.03.29.824,55.308,-0.936,0.038,0.392
1651820609863,2022-05-06T10.03.29.863,55.347,-0.932,0.038,0.391
1651820609903,2022-05-06T10.03.29.903,55.387,-0.932,0.035,0.395
1651820609944,2022-05-06T10.03.29.944,55.428,-0.933,0.039,0.398
1651820609984,2022-05-06T10.03.29.984,55.468,-0.930,0.039,0.398
1651820610025,2022-05-06T10.03.30.025,55.509,-0.929,0.041,0.396
1651820610064,2022-05-06T10.03.30.064,55.548,-0.935,0.041,0.393
1651820610104,2022-05-06T10.03.30.104,55.588,-0.937,0.038,0.392
1651820610145,2022-05-06T10.03.30.145,55.629,-0.935,0.037,0.393
1651820610184,2022-05-06T10.03.30.184,55.668,-0.931,0.038,0.395
1651820610225,2022-05-06T10.03.30.225,55.709,-0.929,0.038,0.394
1651820610265,2022-05-06T10.03.30.265,55.749,-0.933,0.038,0.395
1651820610304,2022-05-06T10.03.30.304,55.788,-0.936,0.038,0.394
1651820610345,2022-05-06T10.03.30.345,55.829,-0.934,0.038,0.393
1651820610385,2022-05-06T10.03.30.385,55.869,-0.934,0.038,0.392
1651820610426,2022-05-06T10.03.30.426,55.910,-0.935,0.037,0.394
1651820610465,2022-05-06T10.03.30.465,55.949,-0.932,0.035,0.397
1651820610506,2022-05-06T10.03.30.506,55.990,-0.929,0.037,0.397
1651820610546,2022-05-06T10.03.30.546,56.030,-0.933,0.039,0.397
1651820610586,2022-05-06T10.03.30.586,56.070,-0.933,0.038,0.397
1651820610627,2022-05-06T10.03.30.627,56.111,-0.931,0.033,0.392
1651820610666,2022-05-06T10.03.30.666,56.150,-0.935,0.033,0.392
1651820610707,2022-05-06T10.03.30.707,56.191,-0.933,0.040,0.393
1651820610747,2022-05-06T10.03.30.747,56.231,-0.938,0.041,0.396
1651820610786,2022-05-06T10.03.30.786,56.270,-0.934,0.036,0.401
1651820610827,2022-05-06T10.03.30.827,56.311,-0.923,0.034,0.399
1651820610867,2022-05-06T10.03.30.867,56.351,-0.928,0.031,0.389
1651820610908,2022-05-06T10.03.30.908,56.392,-0.943,0.034,0.388
1651820610947,2022-05-06T10.03.30.947,56.431,-0.939,0.037,0.391
1651820610987,2022-05-06T10.03.30.987,56.471,-0.935,0.040,0.393
1651820611028,2022-05-06T10.03.31.028,56.512,-0.930,0.040,0.394
1651820611067,2022-05-06T10.03.31.067,56.551,-0.931,0.037,0.395
1651820611109,2022-05-06T10.03.31.109,56.593,-0.930,0.033,0.394
1651820611148,2022-05-06T10.03.31.148,56.632,-0.941,0.037,0.389
1651820611188,2022-05-06T10.03.31.188,56.672,-0.938,0.038,0.391
1651820611229,2022-05-06T10.03.31.229,56.713,-0.937,0.038,0.389
1651820611268,2022-05-06T10.03.31.268,56.752,-0.926,0.036,0.395
1651820611309,2022-05-06T10.03.31.309,56.793,-0.935,0.037,0.396
1651820611349,2022-05-06T10.03.31.349,56.833,-0.935,0.039,0.394
1651820611388,2022-05-06T10.03.31.388,56.872,-0.931,0.038,0.393
1651820611429,2022-05-06T10.03.31.429,56.913,-0.934,0.036,0.392
1651820611469,2022-05-06T10.03.31.469,56.953,-0.936,0.037,0.391
1651820611510,2022-05-06T10.03.31.510,56.994,-0.935,0.038,0.392
1651820611549,2022-05-06T10.03.31.549,57.033,-0.935,0.038,0.396
1651820611589,2022-05-06T10.03.31.589,57.073,-0.930,0.036,0.392
1651820611630,2022-05-06T10.03.31.630,57.114,-0.935,0.031,0.389
1651820611670,2022-05-06T10.03.31.670,57.154,-0.935,0.039,0.393
1651820611711,2022-05-06T10.03.31.711,57.195,-0.934,0.040,0.395
1651820611750,2022-05-06T10.03.31.750,57.234,-0.937,0.037,0.392
1651820611791,2022-05-06T10.03.31.791,57.275,-0.936,0.036,0.391
1651820611831,2022-05-06T10.03.31.831,57.315,-0.930,0.034,0.392
1651820611870,2022-05-06T10.03.31.870,57.354,-0.932,0.033,0.392
1651820611911,2022-05-06T10.03.31.911,57.395,-0.936,0.037,0.389
1651820611951,2022-05-06T10.03.31.951,57.435,-0.940,0.037,0.387
1651820611992,2022-05-06T10.03.31.992,57.476,-0.937,0.039,0.389
1651820612031,2022-05-06T10.03.32.031,57.515,-0.933,0.040,0.392
1651820612071,2022-05-06T10.03.32.071,57.555,-0.933,0.036,0.394
1651820612112,2022-05-06T10.03.32.112,57.596,-0.937,0.034,0.394
1651820612151,2022-05-06T10.03.32.151,57.635,-0.936,0.036,0.393
1651820612192,2022-05-06T10.03.32.192,57.676,-0.930,0.044,0.395
1651820612232,2022-05-06T10.03.32.232,57.716,-0.924,0.042,0.396
1651820612272,2022-05-06T10.03.32.272,57.756,-0.933,0.051,0.395
1651820612313,2022-05-06T10.03.32.313,57.797,-0.936,0.047,0.396
1651820612352,2022-05-06T10.03.32.352,57.836,-0.936,0.047,0.393
1651820612393,2022-05-06T10.03.32.393,57.877,-0.935,0.062,0.391
1651820612433,2022-05-06T10.03.32.433,57.917,-0.934,0.057,0.389
1651820612472,2022-05-06T10.03.32.472,57.956,-0.929,0.049,0.391
1651820612513,2022-05-06T10.03.32.513,57.997,-0.933,0.053,0.396
1651820612553,2022-05-06T10.03.32.553,58.037,-0.922,0.057,0.397
1651820612594,2022-05-06T10.03.32.594,58.078,-0.926,0.050,0.391
1651820612633,2022-05-06T10.03.32.633,58.117,-0.943,0.058,0.390
1651820612673,2022-05-06T10.03.32.673,58.157,-0.936,0.063,0.397
1651820612714,2022-05-06T10.03.32.714,58.198,-0.925,0.054,0.391
1651820612754,2022-05-06T10.03.32.754,58.238,-0.939,0.049,0.379
1651820612795,2022-05-06T10.03.32.795,58.279,-0.946,0.061,0.385
1651820612834,2022-05-06T10.03.32.834,58.318,-0.925,0.051,0.397
1651820612874,2022-05-06T10.03.32.874,58.358,-0.919,0.045,0.397
1651820612915,2022-05-06T10.03.32.915,58.399,-0.937,0.060,0.385
1651820612954,2022-05-06T10.03.32.954,58.438,-0.951,0.068,0.387
1651820612995,2022-05-06T10.03.32.995,58.479,-0.946,0.058,0.385
1651820613035,2022-05-06T10.03.33.035,58.519,-0.930,0.049,0.385
1651820613076,2022-05-06T10.03.33.076,58.560,-0.921,0.051,0.384
1651820613115,2022-05-06T10.03.33.115,58.599,-0.936,0.049,0.390
1651820613155,2022-05-06T10.03.33.155,58.639,-0.940,0.054,0.402
1651820613196,2022-05-06T10.03.33.196,58.680,-0.920,0.047,0.403
1651820613235,2022-05-06T10.03.33.235,58.719,-0.926,0.050,0.393
1651820613276,2022-05-06T10.03.33.276,58.760,-0.949,0.034,0.386
1651820613316,2022-05-06T10.03.33.316,58.800,-0.939,0.069,0.381
1651820613356,2022-05-06T10.03.33.356,58.840,-0.929,0.050,0.397
1651820613397,2022-05-06T10.03.33.397,58.881,-0.925,0.054,0.402
1651820613436,2022-05-06T10.03.33.436,58.920,-0.921,0.078,0.402
1651820613477,2022-05-06T10.03.33.477,58.961,-0.910,0.060,0.408
1651820613517,2022-05-06T10.03.33.517,59.001,-0.925,0.050,0.401
1651820613556,2022-05-06T10.03.33.556,59.040,-0.958,0.043,0.378
1651820613597,2022-05-06T10.03.33.597,59.081,-0.948,0.059,0.367
1651820613637,2022-05-06T10.03.33.637,59.121,-0.937,0.062,0.385
1651820613678,2022-05-06T10.03.33.678,59.162,-0.920,0.063,0.398
1651820613717,2022-05-06T10.03.33.717,59.201,-0.919,0.075,0.402
1651820613757,2022-05-06T10.03.33.757,59.241,-0.928,0.060,0.392
1651820613798,2022-05-06T10.03.33.798,59.282,-0.948,0.048,0.376
1651820613838,2022-05-06T10.03.33.838,59.322,-0.937,0.062,0.379
1651820613879,2022-05-06T10.03.33.879,59.363,-0.957,0.039,0.381
1651820613918,2022-05-06T10.03.33.918,59.402,-0.962,0.031,0.374
1651820613958,2022-05-06T10.03.33.958,59.442,-0.931,0.049,0.387
1651820613999,2022-05-06T10.03.33.999,59.483,-0.920,0.046,0.398
1651820614038,2022-05-06T10.03.34.038,59.522,-0.925,0.048,0.396
1651820614079,2022-05-06T10.03.34.079,59.563,-0.934,0.045,0.394
1651820614119,2022-05-06T10.03.34.119,59.603,-0.924,0.053,0.400
1651820614158,2022-05-06T10.03.34.158,59.642,-0.919,0.061,0.405
1651820614199,2022-05-06T10.03.34.199,59.683,-0.933,0.054,0.393
1651820614239,2022-05-06T10.03.34.239,59.723,-0.945,0.044,0.381
1651820614280,2022-05-06T10.03.34.280,59.764,-0.938,0.054,0.381
1651820614319,2022-05-06T10.03.34.319,59.803,-0.933,0.057,0.383
1651820614359,2022-05-06T10.03.34.359,59.843,-0.944,0.056,0.381
1651820614400,2022-05-06T10.03.34.400,59.884,-0.940,0.056,0.384
1651820614440,2022-05-06T10.03.34.440,59.924,-0.938,0.054,0.387
1651820614481,2022-05-06T10.03.34.481,59.965,-0.932,0.058,0.393
1651820614520,2022-05-06T10.03.34.520,60.004,-0.924,0.058,0.389
1651820614560,2022-05-06T10.03.34.560,60.044,-0.931,0.054,0.388
1651820614601,2022-05-06T10.03.34.601,60.085,-0.934,0.058,0.389
1651820614640,2022-05-06T10.03.34.640,60.124,-0.938,0.064,0.386
1651820614681,2022-05-06T10.03.34.681,60.165,-0.941,0.058,0.384
1651820614721,2022-05-06T10.03.34.721,60.205,-0.934,0.057,0.387
1651820614762,2022-05-06T10.03.34.762,60.246,-0.929,0.055,0.391
1651820614801,2022-05-06T10.03.34.801,60.285,-0.935,0.052,0.389
1651820614841,2022-05-06T10.03.34.841,60.325,-0.937,0.057,0.385
1651820614882,2022-05-06T10.03.34.882,60.366,-0.931,0.060,0.389
1651820614922,2022-05-06T10.03.34.922,60.406,-0.937,0.059,0.390
1651820614963,2022-05-06T10.03.34.963,60.447,-0.937,0.063,0.387
1651820615002,2022-05-06T10.03.35.002,60.486,-0.930,0.060,0.388
1651820615042,2022-05-06T10.03.35.042,60.526,-0.931,0.060,0.388
1651820615083,2022-05-06T10.03.35.083,60.567,-0.934,0.060,0.390
1651820615122,2022-05-06T10.03.35.122,60.606,-0.933,0.058,0.389
1651820615163,2022-05-06T10.03.35.163,60.647,-0.933,0.060,0.387
1651820615203,2022-05-06T10.03.35.203,60.687,-0.935,0.059,0.388
1651820615242,2022-05-06T10.03.35.242,60.726,-0.934,0.059,0.389
1651820615283,2022-05-06T10.03.35.283,60.767,-0.935,0.059,0.390
1651820615323,2022-05-06T10.03.35.323,60.807,-0.933,0.059,0.391
1651820615364,2022-05-06T10.03.35.364,60.848,-0.930,0.060,0.394
1651820615403,2022-05-06T10.03.35.403,60.887,-0.931,0.061,0.393
1651820615443,2022-05-06T10.03.35.443,60.927,-0.934,0.059,0.392
1651820615484,2022-05-06T10.03.35.484,60.968,-0.935,0.061,0.393
1651820615524,2022-05-06T10.03.35.524,61.008,-0.927,0.059,0.393
1651820615565,2022-05-06T10.03.35.565,61.049,-0.929,0.056,0.395
1651820615604,2022-05-06T10.03.35.604,61.088,-0.937,0.059,0.393
1651820615644,2022-05-06T10.03.35.644,61.128,-0.937,0.060,0.393
1651820615685,2022-05-06T10.03.35.685,61.169,-0.933,0.062,0.392
1651820615724,2022-05-06T10.03.35.724,61.208,-0.929,0.060,0.392
1651820615765,2022-05-06T10.03.35.765,61.249,-0.926,0.057,0.391
1651820615805,2022-05-06T10.03.35.805,61.289,-0.931,0.055,0.392
1651820615846,2022-05-06T10.03.35.846,61.330,-0.935,0.059,0.391
1651820615885,2022-05-06T10.03.35.885,61.369,-0.936,0.060,0.388
1651820615925,2022-05-06T10.03.35.925,61.409,-0.936,0.061,0.385
1651820615966,2022-05-06T10.03.35.966,61.450,-0.937,0.056,0.386
1651820616005,2022-05-06T10.03.36.005,61.489,-0.934,0.057,0.390
1651820616047,2022-05-06T10.03.36.047,61.531,-0.930,0.057,0.392
1651820616086,2022-05-06T10.03.36.086,61.570,-0.931,0.057,0.392
1651820616126,2022-05-06T10.03.36.126,61.610,-0.935,0.057,0.389
