epoch (ms),time (03:00),elapsed (s),w (number),x (number),y (number), z (number)
1682854773838,2023-04-30T14.39.33.838,0.000,0.529,-0.014,-0.849,0.000
1682854773848,2023-04-30T14.39.33.848,0.010,0.529,-0.014,-0.849,0.000
1682854773859,2023-04-30T14.39.33.859,0.021,0.529,-0.014,-0.849,0.000
1682854773869,2023-04-30T14.39.33.869,0.031,0.528,-0.014,-0.849,0.000
1682854773879,2023-04-30T14.39.33.879,0.041,0.528,-0.014,-0.849,-0.001
1682854773889,2023-04-30T14.39.33.889,0.051,0.528,-0.014,-0.849,-0.001
1682854773900,2023-04-30T14.39.33.900,0.062,0.528,-0.014,-0.849,-0.001
1682854773910,2023-04-30T14.39.33.910,0.072,0.528,-0.014,-0.849,-0.001
1682854773919,2023-04-30T14.39.33.919,0.081,0.528,-0.014,-0.849,-0.001
1682854773929,2023-04-30T14.39.33.929,0.091,0.529,-0.014,-0.849,-0.001
1682854773939,2023-04-30T14.39.33.939,0.101,0.529,-0.014,-0.848,0.000
1682854773949,2023-04-30T14.39.33.949,0.111,0.530,-0.014,-0.848,0.000
1682854773960,2023-04-30T14.39.33.960,0.122,0.530,-0.013,-0.848,0.000
1682854773970,2023-04-30T14.39.33.970,0.132,0.530,-0.013,-0.848,0.000
1682854773980,2023-04-30T14.39.33.980,0.142,0.529,-0.013,-0.848,-0.001
1682854773990,2023-04-30T14.39.33.990,0.152,0.529,-0.013,-0.848,-0.001
1682854774001,2023-04-30T14.39.34.001,0.163,0.529,-0.013,-0.848,-0.001
1682854774011,2023-04-30T14.39.34.011,0.173,0.529,-0.014,-0.848,-0.001
1682854774021,2023-04-30T14.39.34.021,0.183,0.530,-0.013,-0.848,-0.001
1682854774030,2023-04-30T14.39.34.030,0.192,0.530,-0.013,-0.848,-0.001
1682854774040,2023-04-30T14.39.34.040,0.202,0.530,-0.013,-0.848,-0.001
1682854774051,2023-04-30T14.39.34.051,0.213,0.530,-0.013,-0.848,-0.001
1682854774061,2023-04-30T14.39.34.061,0.223,0.530,-0.013,-0.848,-0.001
1682854774071,2023-04-30T14.39.34.071,0.233,0.529,-0.013,-0.848,-0.001
1682854774081,2023-04-30T14.39.34.081,0.243,0.529,-0.013,-0.848,-0.002
1682854774092,2023-04-30T14.39.34.092,0.254,0.529,-0.013,-0.849,-0.002
1682854774102,2023-04-30T14.39.34.102,0.264,0.529,-0.013,-0.849,-0.002
1682854774112,2023-04-30T14.39.34.112,0.274,0.529,-0.013,-0.848,-0.002
1682854774122,2023-04-30T14.39.34.122,0.284,0.530,-0.013,-0.848,-0.002
1682854774131,2023-04-30T14.39.34.131,0.293,0.530,-0.013,-0.848,-0.002
1682854774141,2023-04-30T14.39.34.141,0.303,0.530,-0.013,-0.848,-0.002
1682854774152,2023-04-30T14.39.34.152,0.314,0.530,-0.013,-0.848,-0.002
1682854774162,2023-04-30T14.39.34.162,0.324,0.530,-0.013,-0.848,-0.002
1682854774172,2023-04-30T14.39.34.172,0.334,0.530,-0.013,-0.848,-0.002
1682854774182,2023-04-30T14.39.34.182,0.344,0.530,-0.013,-0.848,-0.003
1682854774193,2023-04-30T14.39.34.193,0.355,0.530,-0.013,-0.848,-0.003
1682854774203,2023-04-30T14.39.34.203,0.365,0.530,-0.013,-0.848,-0.003
1682854774213,2023-04-30T14.39.34.213,0.375,0.530,-0.013,-0.848,-0.003
1682854774223,2023-04-30T14.39.34.223,0.385,0.530,-0.013,-0.848,-0.003
1682854774234,2023-04-30T14.39.34.234,0.396,0.530,-0.013,-0.848,-0.003
1682854774242,2023-04-30T14.39.34.242,0.404,0.531,-0.013,-0.848,-0.003
1682854774253,2023-04-30T14.39.34.253,0.415,0.531,-0.013,-0.847,-0.003
1682854774263,2023-04-30T14.39.34.263,0.425,0.531,-0.013,-0.847,-0.003
1682854774273,2023-04-30T14.39.34.273,0.435,0.531,-0.012,-0.847,-0.002
1682854774283,2023-04-30T14.39.34.283,0.445,0.531,-0.012,-0.847,-0.002
1682854774294,2023-04-30T14.39.34.294,0.456,0.531,-0.012,-0.847,-0.002
1682854774304,2023-04-30T14.39.34.304,0.466,0.532,-0.012,-0.847,-0.002
1682854774314,2023-04-30T14.39.34.314,0.476,0.532,-0.012,-0.847,-0.002
