,Frame,Pelvis q0,Pelvis q1,Pelvis q2,Pelvis q3,L5 q0,L5 q1,L5 q2,L5 q3,L3 q0,L3 q1,L3 q2,L3 q3,T12 q0,T12 q1,T12 q2,T12 q3,T8 q0,T8 q1,T8 q2,T8 q3,Neck q0,Neck q1,Neck q2,Neck q3,Head q0,Head q1,Head q2,Head q3,Right Shoulder q0,Right Shoulder q1,Right Shoulder q2,Right Shoulder q3,Right Upper Arm q0,Right Upper Arm q1,Right Upper Arm q2,Right Upper Arm q3,Right Forearm q0,Right Forearm q1,Right Forearm q2,Right Forearm q3,Right Hand q0,Right Hand q1,Right Hand q2,Right Hand q3,Left Shoulder q0,Left Shoulder q1,Left Shoulder q2,Left Shoulder q3,Left Upper Arm q0,Left Upper Arm q1,Left Upper Arm q2,Left Upper Arm q3,Left Forearm q0,Left Forearm q1,Left Forearm q2,Left Forearm q3,Left Hand q0,Left Hand q1,Left Hand q2,Left Hand q3,Right Upper Leg q0,Right Upper Leg q1,Right Upper Leg q2,Right Upper Leg q3,Right Lower Leg q0,Right Lower Leg q1,Right Lower Leg q2,Right Lower Leg q3,Right Foot q0,Right Foot q1,Right Foot q2,Right Foot q3,Right Toe q0,Right Toe q1,Right Toe q2,Right Toe q3,Left Upper Leg q0,Left Upper Leg q1,Left Upper Leg q2,Left Upper Leg q3,Left Lower Leg q0,Left Lower Leg q1,Left Lower Leg q2,Left Lower Leg q3,Left Foot q0,Left Foot q1,Left Foot q2,Left Foot q3,Left Toe q0,Left Toe q1,Left Toe q2,Left Toe q3
0,839,0.232350964268052,0.420392039077349,0.089248406477144,-0.872535549318987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396513274174927,-0.511774826183954,0.488747066665472,-0.705436463718962,0.559283823301735,-0.313392660300133,0.745056255796862,0.18405928708153,0.919271925437706,0.00652317597747704,0.249345767368531,0.304504948354901,0,0,0,0,0.50316356243022,-0.707549508935902,0.28106556808685,0.40890373962965,0.206786161934864,-0.768015154507924,-0.218515226854865,-0.565370056963567,0.870580473441101,-0.212038565753061,0.136570015641675,0.422466468165327,0,0,0,0
1,840,0.230911306629178,0.419288519486113,0.088237341107782,-0.873550958749505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362685583127866,-0.512912150020343,0.491397372900965,-0.702946896959829,0.56013328417053,-0.312501541280623,0.744752900712773,0.184218912008192,0.919282216787752,0.00712563008599996,0.249313295880461,0.304486964894883,0,0,0,0,0.502113294077174,-0.706925929310609,0.284666459569723,0.408782310252465,0.205530120432659,-0.768631920794422,-0.216343318421974,-0.565824980453306,0.870599311193566,-0.211636333452031,0.136764854053947,0.422566298239544,0,0,0,0
2,841,0.229598969677834,0.41819411438563,0.0873721678595214,-0.874507918831857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330295489307537,-0.51413506766401,0.493874503870311,-0.700472808553202,0.560895702974771,-0.311904424685541,0.744373406009546,0.184444768621308,0.919305216344397,0.00755075557951696,0.249245091153714,0.304463117352396,0,0,0,0,0.500942980717235,-0.706151744314464,0.288244900465066,0.409048556320221,0.20436746524445,-0.769176580265997,-0.214189001919567,-0.566325347284198,0.870615329154028,-0.211255877979944,0.136985262976248,0.422652268878655,0,0,0,0
3,842,0.228423851433603,0.417122178168582,0.0867018468275701,-0.875393866972364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300333198935653,-0.515320119906645,0.49610297289179,-0.698158301535906,0.561627259240622,-0.311499437331263,0.74395175964117,0.184604175323802,0.919334820135386,0.00784920443495046,0.249139566236156,0.304452549688844,0,0,0,0,0.499647027525067,-0.705274602827535,0.291875898243292,0.409571779443484,0.20328329969741,-0.769634297324454,-0.212073296297751,-0.56688964132663,0.870632695872862,-0.210900948937091,0.137220922946059,0.422717301420724,0,0,0,0
4,843,0.227414771552364,0.416090955304439,0.0861944156284802,-0.87619710186013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271602970975738,-0.516478526653665,0.498186600957659,-0.695932726916537,0.562387835874653,-0.311138592444882,0.743510856034859,0.184673510038538,0.919358679377719,0.00800895349084761,0.249027656049126,0.304467899522295,0,0,0,0,0.498200564566398,-0.704335189607982,0.295647885282138,0.410244397979805,0.20224154497607,-0.77001608980965,-0.210009238250745,-0.567511849012242,0.870665667027679,-0.210538941285447,0.137446948983533,0.422756415299365,0,0,0,0
5,844,0.226524116860421,0.415080568817246,0.085803650686774,-0.876945083457215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242885656009882,-0.517531512032196,0.500315350469485,-0.693725990373226,0.563177823601643,-0.31075716434167,0.743085229097258,0.184621412926879,0.919374712030863,0.00808840183549391,0.248907700272603,0.304515473135474,0,0,0,0,0.496761792564134,-0.703216757433707,0.299514488854921,0.41110215820264,0.201205563887715,-0.770330775386397,-0.207998712086996,-0.568193059904266,0.870705562237405,-0.210181295418148,0.137637667778513,0.422790159953713,0,0,0,0
6,845,0.225901692938831,0.413985149575671,0.0855581873980782,-0.877647148703472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218631805442458,-0.518745844071926,0.502067459604111,-0.691630693796385,0.563959267274064,-0.310402807294533,0.742673612505244,0.184488339381613,0.919382271615011,0.00794855946715784,0.248775357348612,0.304604465854476,0,0,0,0,0.495335652855704,-0.702008901290976,0.303278663195224,0.412126371358068,0.200040885207808,-0.770651876211738,-0.205763177300049,-0.568982288655801,0.870760448316293,-0.209777104510049,0.137862108547177,0.422804738736826,0,0,0,0
7,846,0.225226818441456,0.412932597772938,0.0853281005782947,-0.878338582326277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189837318635319,-0.519678112942242,0.503911842296303,-0.689671756741473,0.564786064805146,-0.309759667712461,0.742391842104174,0.184173836463687,0.919395461630203,0.00776616301170005,0.248642070997987,0.304678178371365,0,0,0,0,0.493879887890753,-0.700657744767774,0.307154164161094,0.413300980488137,0.198946547074459,-0.770824501012074,-0.203765380120776,-0.569850445214246,0.870801885356091,-0.209410100893478,0.138047467555406,0.422840848080694,0,0,0,0
8,847,0.224612084530317,0.4118465975118,0.0850968707752599,-0.87902805085228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160277299787388,-0.520545887802388,0.505669329930079,-0.687803474352825,0.565612374355933,-0.308930455727753,0.742233287299861,0.183669166501426,0.919420711354719,0.0072612012545781,0.248473834908983,0.304751675719671,0,0,0,0,0.492440463821593,-0.699241879059452,0.310984518818958,0.414550133536974,0.197834404792282,-0.770960417114367,-0.201814227776299,-0.570747405592336,0.870835171075161,-0.209057999451041,0.13825400973741,0.422879044734487,0,0,0,0
9,848,0.223973710002056,0.410808914220573,0.0848572720445906,-0.879699412643876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129542937963993,-0.521302991893111,0.507452228099128,-0.685979309536927,0.566454007235914,-0.307985436699918,0.742139665560516,0.183039736857499,0.919447687219475,0.00638542566168029,0.24828694492233,0.304842204733884,0,0,0,0,0.490985702114086,-0.697858469694649,0.314802967768628,0.415723090625293,0.196718673280932,-0.771013235733593,-0.199902017884996,-0.571733799203539,0.870859778297021,-0.2087105239593,0.138469226313175,0.422929588817487,0,0,0,0
