,Frame,Pelvis q0,Pelvis q1,Pelvis q2,Pelvis q3,L5 q0,L5 q1,L5 q2,L5 q3,L3 q0,L3 q1,L3 q2,L3 q3,T12 q0,T12 q1,T12 q2,T12 q3,T8 q0,T8 q1,T8 q2,T8 q3,Neck q0,Neck q1,Neck q2,Neck q3,Head q0,Head q1,Head q2,Head q3,Right Shoulder q0,Right Shoulder q1,Right Shoulder q2,Right Shoulder q3,Right Upper Arm q0,Right Upper Arm q1,Right Upper Arm q2,Right Upper Arm q3,Right Forearm q0,Right Forearm q1,Right Forearm q2,Right Forearm q3,Right Hand q0,Right Hand q1,Right Hand q2,Right Hand q3,Left Shoulder q0,Left Shoulder q1,Left Shoulder q2,Left Shoulder q3,Left Upper Arm q0,Left Upper Arm q1,Left Upper Arm q2,Left Upper Arm q3,Left Forearm q0,Left Forearm q1,Left Forearm q2,Left Forearm q3,Left Hand q0,Left Hand q1,Left Hand q2,Left Hand q3,Right Upper Leg q0,Right Upper Leg q1,Right Upper Leg q2,Right Upper Leg q3,Right Lower Leg q0,Right Lower Leg q1,Right Lower Leg q2,Right Lower Leg q3,Right Foot q0,Right Foot q1,Right Foot q2,Right Foot q3,Right Toe q0,Right Toe q1,Right Toe q2,Right Toe q3,Left Upper Leg q0,Left Upper Leg q1,Left Upper Leg q2,Left Upper Leg q3,Left Lower Leg q0,Left Lower Leg q1,Left Lower Leg q2,Left Lower Leg q3,Left Foot q0,Left Foot q1,Left Foot q2,Left Foot q3,Left Toe q0,Left Toe q1,Left Toe q2,Left Toe q3
0,396,0.0346992936546039,0.428922379524739,-0.02132254004209,-0.902422794841121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509158726257852,0.466614490374681,0.547384524763001,-0.472650495501531,0.0667877535932532,0.80209617254921,0.183403616723064,0.564397235397885,0.96959693957602,0.081675242837601,0.228698663208311,-0.0301305645311511,0,0,0,0,0.499303013861454,-0.498195027921652,0.455638399443789,0.543039467677365,0.504730693624423,-0.210824048848836,0.826290836695072,0.134326469968322,0.93008392726589,-0.139185309550085,0.271276987352789,0.204890541460313,0,0,0,0
1,397,0.0346229074358798,0.429111722261977,-0.0204172750299359,-0.902356647328759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508908668428036,0.465994859565464,0.548018485055456,-0.47279646582318,0.0661648320026265,0.802413928181622,0.183896225024045,0.563858387618832,0.969577451948096,0.0818304228402267,0.228723920092686,-0.0301448992213019,0,0,0,0,0.498975137011017,-0.497971675222902,0.456229778315515,0.543049180736617,0.504556580445573,-0.210480150528584,0.826465195677277,0.134447178091086,0.929762465972831,-0.138986879459474,0.271974972271965,0.20555782316395,0,0,0,0
2,398,0.03459292851322,0.429292136501236,-0.0193853464766757,-0.902294740745541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508711675681516,0.465295408429703,0.548593574890992,-0.473030341001358,0.0656506391593512,0.802702050105336,0.18427197364982,0.563385527025553,0.969569697904805,0.0817548100954805,0.228790453535867,-0.0300945227888685,0,0,0,0,0.498744093691624,-0.497704719394625,0.456904486795147,0.54293888352788,0.50443156521135,-0.210055312270497,0.826632152036909,0.134554253088488,0.929400509879845,-0.138748591273306,0.272855061121375,0.206188351453732,0,0,0,0
3,399,0.0346171239710475,0.429489600501215,-0.0181562654929427,-0.902225408538593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508534818077778,0.464525477965423,0.549112647851165,-0.473374818820646,0.0652427685797836,0.802971740182135,0.18460661727423,0.562938862111585,0.969551671553366,0.0817855937691755,0.228866082713873,-0.0300164791923277,0,0,0,0,0.498837996303919,-0.49724237637541,0.457477584328265,0.54279363704561,0.504360169377274,-0.209450457657984,0.826814740391171,0.13464289956946,0.928999989595731,-0.138472521172706,0.273961658233991,0.206710885124341,0,0,0,0
4,400,0.0347182861442744,0.429673412529982,-0.0167944203587572,-0.902160377436771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508330036384338,0.46373133677502,0.549631029300837,-0.473771625397778,0.0648994545172762,0.803240354928607,0.184887865284139,0.562502862471116,0.969528349572211,0.0818407926023308,0.228955482940713,-0.0299374493468076,0,0,0,0,0.499417622635173,-0.496577850942843,0.457857975835368,0.542548200732764,0.504321930765883,-0.208596624875221,0.827058415170094,0.134615066525151,0.928564878830699,-0.138121746005753,0.275284394377914,0.207142828247654,0,0,0,0
5,401,0.0348834595694121,0.429854067480313,-0.0152875925049002,-0.902094736950895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508125767128251,0.462948720390701,0.550139760104925,-0.474165510576882,0.0645673118071695,0.803483648241489,0.185151282904308,0.562106832989452,0.96950398996232,0.0819116950728751,0.229045606954288,-0.0298428817705535,0,0,0,0,0.500418271187971,-0.495805825120062,0.457959891290395,0.542246139320094,0.504240567821378,-0.207522375830613,0.82741171646676,0.134408945931149,0.928075094497563,-0.137718575125769,0.276865694878181,0.207498433821292,0,0,0,0
6,402,0.0351210889385049,0.430068442033963,-0.0136080457471194,-0.902010235734161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507819894578254,0.462239959351645,0.550677679086304,-0.474560078815361,0.064169394812339,0.803696796040745,0.185501786216035,0.561731996697642,0.969481587132788,0.0819619774272634,0.229134292702799,-0.0297516785121662,0,0,0,0,0.501688039421496,-0.494929768539282,0.457900960310357,0.541922822791143,0.504104050834793,-0.206237082918157,0.827876771057002,0.134035157722123,0.927514134576696,-0.137321377218424,0.278732240043447,0.207770806129352,0,0,0,0
7,403,0.0354501141419941,0.430316967611345,-0.0117227825370975,-0.901905301660149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507347484588539,0.461582898318916,0.551289375491799,-0.474994507685146,0.0636461630742126,0.803913127194052,0.185982881411188,0.561322739315809,0.969467402567374,0.0820016700959854,0.229190483177169,-0.0296716005930575,0,0,0,0,0.503391393509736,-0.493777209444763,0.457755997930868,0.541516960705373,0.503942469842043,-0.204738169725413,0.828421275828158,0.133575666579796,0.926863355738144,-0.136981926764712,0.280877558377244,0.208009780370278,0,0,0,0
8,404,0.0358681490106234,0.430598866137146,-0.00967705856747573,-0.901778491041695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506828131424157,0.460891671848459,0.551948025127024,-0.47545503423164,0.0630447753920127,0.804148027578645,0.186597186942577,0.560850065402744,0.969451216656495,0.0820225826318449,0.229264689300436,-0.029569185000918,0,0,0,0,0.505716784200427,-0.49243563482072,0.457493427986719,0.540793346007192,0.503754265622065,-0.203149765155929,0.829018226556997,0.133005987913923,0.926121386262252,-0.136684189796499,0.28333189600889,0.208181764022136,0,0,0,0
9,405,0.0363199463494623,0.430902480854232,-0.00746469738824433,-0.90163639666095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506293328962073,0.460161763116914,0.552618854696343,-0.475952327704927,0.0623685359612614,0.804387780705529,0.187250156045627,0.560364027248869,0.969440094322309,0.0820529744516805,0.229313661667229,-0.029469602588971,0,0,0,0,0.508374018120009,-0.491037069841839,0.45727201740574,0.539759905735265,0.503581073690709,-0.20144403883814,0.829654770538388,0.132285158502323,0.925286358578374,-0.13644475940626,0.286068190819337,0.208309799243077,0,0,0,0
