,Frame,CoM pos x,CoM pos y,CoM pos z,CoM vel x,CoM vel y,CoM vel z,CoM acc x,CoM acc y,CoM acc z
0,0,-0.144771745255562,0.0463049941834902,0.917000528800595,-0.0044791955289342,-0.024285021710809,-0.00107529786141298,-0.168934805573028,0.184877488947721,0.0830298479365004
1,1,-0.144936356609151,0.0456271621510545,0.917042951546205,-0.0043098075901102,-0.0305477822923874,0.000135555926946369,-0.476040404885883,0.598106300962643,-0.00495726420078345
2,2,-0.145097954451995,0.0449621302048669,0.917073129035461,-0.00415026299807755,-0.0336034516895679,0.00107579843305658,-0.303663080364332,0.253230650269955,0.0142460536985291
3,3,-0.145261082249473,0.0442905975352601,0.917109605407771,-0.0044855771618039,-0.0338538753017178,0.00194210094512497,-0.1124034665351,0.0377685330929758,0.0977836493261421
4,4,-0.145430280455092,0.0435932925893345,0.917170880053344,-0.00531228341244105,-0.0346431906412801,0.00319330704241983,0.00966817611994193,-0.00751171606232081,0.252118150128255
5,5,-0.145610084939443,0.0428509698499938,0.917275419293347,-0.00616376964438432,-0.038594660065584,0.00527977357618927,0.103943230153787,0.0532951894109684,0.286008197097817
6,6,-0.145826544378694,0.0420773426112399,0.917422593779237,-0.00740153202288894,-0.045565107146682,0.00852866719772081,0.026702865153966,0.0132785380601509,0.291651594477619
7,7,-0.146076642178231,0.0412853033370851,0.917600062646685,-0.00921697091568541,-0.0547721588884731,0.012776248600003,0.034942024528181,0.00222935216061639,0.312854959054296
8,8,-0.146321279333706,0.0404543641678308,0.917808709021326,-0.0105508701741934,-0.0634722334646786,0.0172209927719784,-0.003161921597437,-0.0968782750080303,0.302777778524131
9,9,-0.14652131108275,0.0395640074939426,0.9180493849823,-0.0111739913350365,-0.0712565760890225,0.0212532219853759,0.0865253930922527,-0.204084950944717,0.32894845407999
10,10,-0.146637542585133,0.0385936951253418,0.918322892763895,-0.0113699621294803,-0.077879457531091,0.0243448080957447,0.191348032408366,-0.254835126688729,0.323872494049374
11,11,-0.146662029082743,0.0375217120813626,0.918651245536452,-0.0104451978070746,-0.0860723262498006,0.0266137774745669,0.153917648761741,-0.0436421437576455,0.279621108739777
12,12,-0.14662073232402,0.0363617586884123,0.919033798763509,-0.00841540721146606,-0.0955921252786125,0.0282737128480999,0.0682071488475574,-0.0294371473066891,0.109084720162782
13,13,-0.146525319084513,0.0351463996095005,0.919437347183538,-0.00535714476685459,-0.104736262951628,0.0294791073877277,0.120254354619944,-0.108932486222138,0.0474843826213407
14,14,-0.146387519799057,0.0339081787691401,0.919828723424237,-0.002691332931778,-0.111807101352408,0.0303061366928547,0.1916640149441,-0.275497040092116,-0.00303015531831386
15,15,-0.146219135055051,0.0326796231927497,0.920174813199846,0.000178791707255104,-0.116563747843105,0.0309432485367513,0.167010808988482,-0.284808438309986,0.00519799151972345
16,16,-0.146003375803751,0.031424520754206,0.920482764660257,0.00399719048933467,-0.119548939988808,0.0315827331414273,0.0583672272010854,-0.272083863924827,0.0712930086680154
