,Frame,Pelvis q0,Pelvis q1,Pelvis q2,Pelvis q3,L5 q0,L5 q1,L5 q2,L5 q3,L3 q0,L3 q1,L3 q2,L3 q3,T12 q0,T12 q1,T12 q2,T12 q3,T8 q0,T8 q1,T8 q2,T8 q3,Neck q0,Neck q1,Neck q2,Neck q3,Head q0,Head q1,Head q2,Head q3,Right Shoulder q0,Right Shoulder q1,Right Shoulder q2,Right Shoulder q3,Right Upper Arm q0,Right Upper Arm q1,Right Upper Arm q2,Right Upper Arm q3,Right Forearm q0,Right Forearm q1,Right Forearm q2,Right Forearm q3,Right Hand q0,Right Hand q1,Right Hand q2,Right Hand q3,Left Shoulder q0,Left Shoulder q1,Left Shoulder q2,Left Shoulder q3,Left Upper Arm q0,Left Upper Arm q1,Left Upper Arm q2,Left Upper Arm q3,Left Forearm q0,Left Forearm q1,Left Forearm q2,Left Forearm q3,Left Hand q0,Left Hand q1,Left Hand q2,Left Hand q3,Right Upper Leg q0,Right Upper Leg q1,Right Upper Leg q2,Right Upper Leg q3,Right Lower Leg q0,Right Lower Leg q1,Right Lower Leg q2,Right Lower Leg q3,Right Foot q0,Right Foot q1,Right Foot q2,Right Foot q3,Right Toe q0,Right Toe q1,Right Toe q2,Right Toe q3,Left Upper Leg q0,Left Upper Leg q1,Left Upper Leg q2,Left Upper Leg q3,Left Lower Leg q0,Left Lower Leg q1,Left Lower Leg q2,Left Lower Leg q3,Left Foot q0,Left Foot q1,Left Foot q2,Left Foot q3,Left Toe q0,Left Toe q1,Left Toe q2,Left Toe q3
0,270,0.366948170084155,-0.113410205002993,0.0996654153208215,0.917907386865362,0.366948170084155,-0.113410205002993,0.0996654153208215,0.917907386865362,0.371539210791489,-0.0666132785153028,0.0808873870490301,0.922484968216968,0.371543382110516,-0.0665657007376491,0.0808682245944698,0.922488402607926,0.366948170084155,-0.113410205002993,0.0996654153208215,0.917907386865362,0.35378301890872,-0.213531454389376,0.139361867349052,0.8999000852579,0.366948170084155,-0.113410205002993,0.0996654153208215,0.917907386865362,0.366948170084155,-0.113410205002993,0.0996654153208215,0.917907386865362,0.36697877567592,-0.113425769315633,0.0996882002884289,0.917890753729339,0.36697877567592,-0.113425769315633,0.0996882002884289,0.917890753729339,0.366954065921914,-0.113413232929795,0.0996698097346384,0.91790417861956,0.366948170084155,-0.113410205002993,0.0996654153208215,0.917907386865362,0.36697877567592,-0.113425769315633,0.0996882002884289,0.917890753729339,0.36697877567592,-0.113425769315633,0.0996882002884289,0.917890753729339,0.366954065921914,-0.113413232929795,0.0996698097346384,0.91790417861956,0.333804710754678,0.125721429883821,-0.0336053868483903,0.933616203330214,0.232965105444989,0.0124304270024389,-0.0242332375885094,0.972103643818663,0.269015259138032,0.0569358629215629,-0.0302727508677144,0.960974847963866,0.269015259138032,0.0569358629215629,-0.0302727508677144,0.960974847963866,0.198215247010821,0.150371758043199,0.0291102687193621,0.968117576790404,0.174036229359641,-0.0269835979665151,-0.00136953503345549,0.98436852889802,0.265923870220306,0.0856179533351586,-0.0748204635731703,0.957264832501669,0.265923870220306,0.0856179533351586,-0.0748204635731703,0.957264832501669
1,271,0.36632619056375,-0.11303632918827,0.099196650035823,0.918252653147467,0.36632619056375,-0.11303632918827,0.099196650035823,0.918252653147467,0.370894211221687,-0.0662223385574894,0.0804508381157146,0.922810787000617,0.370898360026311,-0.0661747439760658,0.080431708927956,0.922814201228191,0.36632619056375,-0.11303632918827,0.099196650035823,0.918252653147467,0.353216282797305,-0.213197758228622,0.138827629952156,0.900284323208514,0.36632619056375,-0.11303632918827,0.099196650035823,0.918252653147467,0.36632619056375,-0.11303632918827,0.099196650035823,0.918252653147467,0.366358828090825,-0.113055803748429,0.0992212297907519,0.918234578894481,0.366358828090825,-0.113055803748429,0.0992212297907519,0.918234578894481,0.366332470916869,-0.11304009871952,0.0992013820663919,0.918249172408851,0.36632619056375,-0.11303632918827,0.099196650035823,0.918252653147467,0.366358828090825,-0.113055803748429,0.0992212297907519,0.918234578894481,0.366358828090825,-0.113055803748429,0.0992212297907519,0.918234578894481,0.366332470916869,-0.11304009871952,0.0992013820663919,0.918249172408851,0.334159391049479,0.124648406892912,-0.0332655857651499,0.933645369953818,0.233056178542135,0.0126290035542881,-0.0242705903354906,0.972078322131159,0.268900829519034,0.0572015271457635,-0.0303250213213516,0.960989449608073,0.268900829519034,0.0572015271457635,-0.0303250213213516,0.960989449608073,0.197550681805655,0.14999151503447,0.0292081605889476,0.968309432408254,0.17352737102187,-0.0270474419955263,-0.0014026431821656,0.984456560737873,0.266009846054071,0.0853222485547202,-0.074453403982462,0.957295965905676,0.266009846054071,0.0853222485547202,-0.074453403982462,0.957295965905676
2,272,0.365723308245211,-0.112683719629226,0.0987131890768113,0.918588344928775,0.365723308245211,-0.112683719629226,0.0987131890768113,0.918588344928775,0.370267537303264,-0.0658531239732466,0.0799986419316704,0.923128124461295,0.370271662786445,-0.0658055130254533,0.0799795450655785,0.923131519645993,0.365723308245211,-0.112683719629226,0.0987131890768113,0.918588344928775,0.352670142293549,-0.2128841481882,0.138280883082889,0.900656709051039,0.365723308245211,-0.112683719629226,0.0987131890768113,0.918588344928775,0.365723308245211,-0.112683719629226,0.0987131890768113,0.918588344928775,0.365755092281973,-0.112702326315143,0.0987385932864011,0.918570676817404,0.365755092281973,-0.112702326315143,0.0987385932864011,0.918570676817404,0.365729401414208,-0.112687283895563,0.098718071423447,0.918584957074674,0.365723308245211,-0.112683719629226,0.0987131890768113,0.918588344928775,0.365755092281973,-0.112702326315143,0.0987385932864011,0.918570676817404,0.365755092281973,-0.112702326315143,0.0987385932864011,0.918570676817404,0.365729401414208,-0.112687283895563,0.098718071423447,0.918584957074674,0.334349622967402,0.123586708943673,-0.0329433819797935,0.933729826329737,0.233190058870532,0.0127314541464547,-0.0242525052149594,0.972045329452322,0.268839966818784,0.0575932359523095,-0.0303558245098282,0.960982109787557,0.268839966818784,0.0575932359523095,-0.0303558245098282,0.960982109787557,0.196711313583324,0.149622586982526,0.0292593800391591,0.968535817227584,0.172971875305947,-0.0270934753244821,-0.00143733432203779,0.984552999090467,0.266058459094196,0.0850219481895266,-0.0741320725042488,0.957334111215465,0.266058459094196,0.0850219481895266,-0.0741320725042488,0.957334111215465
3,273,0.365113643209919,-0.112399293849411,0.0982153045842908,0.918919028113766,0.36511364320992,-0.112399293849411,0.0982153045842908,0.918919028113766,0.369633356393068,-0.0655522596038704,0.0795323855683975,0.923443925069747,0.369637457829654,-0.0655046323688806,0.0795133214111684,0.923447304736774,0.365113643209919,-0.112399293849411,0.0982153045842908,0.918919028113766,0.352118844134764,-0.212637759436464,0.137719055027992,0.901016628453235,0.365113643209919,-0.112399293849411,0.0982153045842908,0.918919028113766,0.365113643209919,-0.112399293849411,0.0982153045842908,0.918919028113766,0.36514572345931,-0.112414447873399,0.0982414711190771,0.918901630154749,0.36514572345931,-0.112414447873399,0.0982414711190771,0.918901630154749,0.365119802286508,-0.1124021742101,0.0982203326551784,0.918915691162258,0.365113643209919,-0.112399293849411,0.0982153045842908,0.918919028113766,0.36514572345931,-0.112414447873399,0.0982414711190771,0.918901630154749,0.36514572345931,-0.112414447873399,0.0982414711190771,0.918901630154749,0.365119802286508,-0.1124021742101,0.0982203326551784,0.918915691162258,0.3343756890008,0.122564577428411,-0.03266086956264,0.933865135104876,0.233389812360325,0.0127917227199371,-0.0242091585256445,0.971997676931251,0.26877224924433,0.057897998378247,-0.0305649682945485,0.960976109241582,0.26877224924433,0.057897998378247,-0.0305649682945485,0.960976109241582,0.195776431571583,0.149268804499394,0.0292110545546512,0.968781258662772,0.172437640214381,-0.0271343368785722,-0.00145218528278086,0.984645560167394,0.266076633461443,0.0847312480404206,-0.0738833580984404,0.957374059669174,0.266076633461443,0.0847312480404206,-0.0738833580984404,0.957374059669174
4,274,0.36453418315946,-0.112115491621972,0.0976983524058668,0.919238803458496,0.36453418315946,-0.112115491621972,0.0976983524058668,0.919238803458497,0.369028372365975,-0.0652525723449835,0.0790455510669314,0.923748863624637,0.369032448694598,-0.0652049293830121,0.0790265181127464,0.923752227834716,0.36453418315946,-0.112115491621972,0.0976983524058668,0.919238803458496,0.35159966232454,-0.212390792534726,0.137141591823287,0.901365637514497,0.36453418315946,-0.112115491621972,0.0976983524058668,0.919238803458496,0.36453418315946,-0.112115491621972,0.0976983524058668,0.919238803458496,0.364564767728563,-0.112130441758676,0.0977255103688441,0.919221963828743,0.364564767728563,-0.112130441758676,0.0977255103688441,0.919221963828743,0.36454004079868,-0.112118358893325,0.0977035725969111,0.919235575984396,0.36453418315946,-0.112115491621972,0.0976983524058668,0.919238803458496,0.364564767728563,-0.112130441758676,0.0977255103688441,0.919221963828743,0.364564767728563,-0.112130441758676,0.0977255103688441,0.919221963828743,0.36454004079868,-0.112118358893325,0.0977035725969111,0.919235575984396,0.334232715343215,0.12160590406991,-0.032430484925513,0.934049655926888,0.233685059729131,0.0127941373037173,-0.0241495379828927,0.971928188049539,0.268831193770093,0.0581529017045855,-0.0304861795458548,0.960946732205371,0.268831193770093,0.0581529017045855,-0.0304861795458548,0.960946732205371,0.194797700955988,0.148932193235329,0.0291005222399234,0.969033651183353,0.17191696030155,-0.0271668324267724,-0.0014473620132151,0.984735714351711,0.266120136448161,0.0844344448460658,-0.0734949122844088,0.957418088072633,0.266120136448161,0.0844344448460658,-0.0734949122844088,0.957418088072633
5,275,0.364015249326738,-0.111833651657758,0.097173520988962,0.919534360115538,0.364015249326738,-0.111833651657758,0.097173520988962,0.919534360115538,0.368483435895875,-0.0649560756682314,0.078547771414405,0.924029714516792,0.368487486551954,-0.0649084182216092,0.0785287665662918,0.924033063434512,0.364015249326738,-0.111833651657758,0.097173520988962,0.919534360115538,0.351141505940138,-0.21214311626038,0.13656294420483,0.901690358881327,0.364015249326738,-0.111833651657758,0.097173520988962,0.919534360115538,0.364015249326738,-0.111833651657758,0.097173520988962,0.919534360115538,0.364042732100503,-0.11184849326925,0.0972011222902072,0.919518757602978,0.364042732100503,-0.11184849326925,0.0972011222902072,0.919518757602978,0.3640204985515,-0.111836499132738,0.0971788218552283,0.919531375581541,0.364015249326738,-0.111833651657758,0.097173520988962,0.919534360115538,0.364042732100503,-0.11184849326925,0.0972011222902072,0.919518757602978,0.364042732100503,-0.11184849326925,0.0972011222902072,0.919518757602978,0.3640204985515,-0.111836499132738,0.0971788218552283,0.919531375581541,0.333957919313648,0.120729009709727,-0.0322444074827541,0.934268115975438,0.234032158653128,0.0127418773908905,-0.0240990728352432,0.971846607220087,0.268879600899699,0.0583665998093675,-0.0304736143791191,0.960920630995809,0.268879600899699,0.0583665998093675,-0.0304736143791191,0.960920630995809,0.193845825835428,0.148592264998224,0.028911835182348,0.969282332643728,0.171442041603216,-0.0271963357817575,-0.00143506309784393,0.984817712211185,0.266197640948474,0.0840685574523242,-0.0730111608342275,0.95746575082088,0.266197640948474,0.0840685574523242,-0.0730111608342275,0.95746575082088
6,276,0.363509450950609,-0.111545250216999,0.0966543454485367,0.919824153699787,0.363509450950609,-0.111545250216999,0.0966543454485367,0.919824153699787,0.367951905353324,-0.0646533188882073,0.0780549727522671,0.924304476312996,0.367955930593736,-0.0646056472709913,0.0780359953188006,0.924307809615497,0.363509450950609,-0.111545250216999,0.0966543454485367,0.919824153699787,0.350695784413465,-0.211888285281386,0.135991360825321,0.902010072635564,0.363509450950609,-0.111545250216999,0.0966543454485367,0.919824153699787,0.363509450950609,-0.111545250216999,0.0966543454485367,0.919824153699787,0.363536121646904,-0.111560414407663,0.0966816860584131,0.919808900683191,0.363536121646904,-0.111560414407663,0.0966816860584131,0.919808900683191,0.363514562698998,-0.111548163096753,0.0966595905513774,0.919821229136367,0.363509450950609,-0.111545250216999,0.0966543454485367,0.919824153699787,0.363536121646904,-0.111560414407663,0.0966816860584131,0.919808900683191,0.363536121646904,-0.111560414407663,0.0966816860584131,0.919808900683191,0.363514562698998,-0.111548163096753,0.0966595905513774,0.919821229136367,0.333683665600043,0.119906422344795,-0.0320544524840611,0.934478556879792,0.234479668914808,0.0126254026373338,-0.0240427204108829,0.971741648623281,0.268941356292245,0.0585170943561339,-0.0305886023627728,0.960890542127091,0.268941356292245,0.0585170943561339,-0.0305886023627728,0.960890542127091,0.192979737090139,0.148295111432568,0.0287020340724593,0.969506871681643,0.171062159554099,-0.0272396936894454,-0.00135178519797092,0.984882688107153,0.266306026368105,0.0837561198878974,-0.0724583684699145,0.957504985647612,0.266306026368105,0.0837561198878974,-0.0724583684699145,0.957504985647612
7,277,0.363038690319107,-0.111251328116831,0.0961576704445568,0.920097687062795,0.363038690319107,-0.111251328116831,0.0961576704445568,0.920097687062795,0.36745651081011,-0.064345874968539,0.0775828648426691,0.924562718327209,0.367460511701946,-0.0642981900327524,0.077563912960087,0.924566035772771,0.363038690319107,-0.111251328116831,0.0961576704445568,0.920097687062795,0.350282417620017,-0.211626181291905,0.135445989826985,0.90231423081866,0.363038690319107,-0.111251328116831,0.0961576704445568,0.920097687062795,0.363038690319107,-0.111251328116831,0.0961576704445568,0.920097687062795,0.36306356793221,-0.11126678428527,0.0961838728291218,0.920083263059784,0.36306356793221,-0.11126678428527,0.0961838728291218,0.920083263059784,0.363043450198766,-0.111254296821,0.0961626899521794,0.920094925411396,0.363038690319107,-0.111251328116831,0.0961576704445568,0.920097687062795,0.36306356793221,-0.11126678428527,0.0961838728291218,0.920083263059784,0.36306356793221,-0.11126678428527,0.0961838728291218,0.920083263059784,0.363043450198766,-0.111254296821,0.0961626899521794,0.920094925411396,0.333474312297584,0.119149886540533,-0.0318422364061218,0.934657295245529,0.234995730934177,0.0124608253580558,-0.0240110412064415,0.971619886670858,0.269019283395491,0.0587092660042976,-0.0306983998316443,0.96085350365932,0.269019283395491,0.0587092660042976,-0.0306983998316443,0.96085350365932,0.192224535240957,0.148035626255453,0.0285732647449104,0.969700340286818,0.170799151480219,-0.0273263462247407,-0.00123478648510445,0.984926086545574,0.266419860444029,0.0835430234585386,-0.0719121409098569,0.957533114405007,0.266419860444029,0.0835430234585386,-0.0719121409098569,0.957533114405007
8,278,0.362647742580023,-0.110930563203467,0.0956893528948443,0.920339379083358,0.362647742580024,-0.110930563203467,0.0956893528948443,0.920339379083358,0.367042267214459,-0.0640132411818866,0.0771350214486962,0.924787795928108,0.367046245009068,-0.0639655446380367,0.0771160909315597,0.924791096217593,0.362647742580023,-0.110930563203467,0.0956893528948443,0.920339379083358,0.349945266646716,-0.211333899948334,0.134937570036591,0.902589688217634,0.362647742580023,-0.110930563203467,0.0956893528948443,0.920339379083358,0.362647742580023,-0.110930563203467,0.0956893528948443,0.920339379083358,0.36266853898384,-0.11094737582971,0.0957140802487204,0.920326586310517,0.36266853898384,-0.11094737582971,0.0957140802487204,0.920326586310517,0.362651700635251,-0.110933800839305,0.0956940865240854,0.920336937030144,0.362647742580023,-0.110930563203467,0.0956893528948443,0.920339379083358,0.36266853898384,-0.11094737582971,0.0957140802487204,0.920326586310517,0.36266853898384,-0.11094737582971,0.0957140802487204,0.920326586310517,0.362651700635251,-0.110933800839305,0.0956940865240854,0.920336937030144,0.333326787785433,0.118458612969732,-0.0315996180097106,0.934806008591928,0.235426824235172,0.0122084039952714,-0.023972571783019,0.971519676128352,0.269076491507103,0.058870021914764,-0.0309225087023686,0.960820462257926,0.269076491507103,0.058870021914764,-0.0309225087023686,0.960820462257926,0.191613752563086,0.147808823693638,0.0284992126097022,0.969857987721719,0.170618155899211,-0.0274643565790206,-0.00107752906575874,0.984953802432564,0.266536014694302,0.0833549242528829,-0.0714409346147793,0.957552454090658,0.266536014694302,0.0833549242528829,-0.0714409346147793,0.957552454090658
9,279,0.362274544941995,-0.110561751977211,0.0952648687936513,0.920574743223237,0.362274544941995,-0.110561751977211,0.0952648687936513,0.920574743223237,0.366647978507736,-0.0636329447714022,0.0767300527524419,0.925004111991141,0.366651935416377,-0.0635852370714336,0.0767111425715093,0.925007392666333,0.362274544941995,-0.110561751977211,0.0952648687936513,0.920574743223237,0.349620944490857,-0.210993167969591,0.13447466792122,0.902864132597455,0.362274544941995,-0.110561751977211,0.0952648687936513,0.920574743223237,0.362274544941995,-0.110561751977211,0.0952648687936513,0.920574743223237,0.362294249527092,-0.110581034661321,0.0952873306520848,0.920562347779896,0.362294249527092,-0.110581034661321,0.0952873306520848,0.920562347779896,0.362278317434344,-0.110565472751533,0.0952691612172225,0.92057236753725,0.362274544941995,-0.110561751977211,0.0952648687936513,0.920574743223237,0.362294249527092,-0.110581034661321,0.0952873306520848,0.920562347779896,0.362294249527092,-0.110581034661321,0.0952873306520848,0.920562347779896,0.362278317434344,-0.110565472751533,0.0952691612172225,0.92057236753725,0.33320937219043,0.117841438618532,-0.0312893213752047,0.934936301571745,0.235796917979177,0.0118767378785367,-0.0239196041122656,0.971435334496331,0.2690894921122,0.0589620314768888,-0.0312380984646187,0.960800970692283,0.2690894921122,0.0589620314768888,-0.0312380984646187,0.960800970692283,0.191131985451345,0.147574963335711,0.0284840170498966,0.969989100509172,0.17050035365347,-0.0276392907698172,-0.00089439543770919,0.984969491439499,0.266711650657374,0.083184458334111,-0.0709133594691108,0.957557589257213,0.266711650657374,0.083184458334111,-0.0709133594691108,0.957557589257213
