,Frame,CoM pos x,CoM pos y,CoM pos z,CoM vel x,CoM vel y,CoM vel z,CoM acc x,CoM acc y,CoM acc z
0,668,1.26278055717939,-1.61600835870317,0.95641604437359,0.0852457962266046,0.225336750012152,-0.05817300460403,-0.120505299041208,0.139313552757782,-0.578018190955997
1,669,1.26380362084615,-1.61420641226726,0.95607642011849,0.0864419349287211,0.221729038153416,-0.0608770897502845,-0.0898621690585472,0.266605612525132,-0.491463825480959
2,670,1.26488172674288,-1.61241758690507,0.955700139228831,0.0877503496561967,0.222075855929179,-0.06259515185904,-0.190649827567253,0.384137745479783,-0.397287801086488
3,671,1.26600024420371,-1.61058107879397,0.955301626905759,0.0884774446853772,0.222358963384363,-0.0621816104309628,-0.240382320380484,0.50807448255243,-0.200203345450198
4,672,1.26715526914725,-1.60869940297184,0.954908494053985,0.0890378651213961,0.221344821899898,-0.0589339068874495,-0.213845439575252,0.517911106212749,0.0429141478418258
5,673,1.26834399196526,-1.60675492551877,0.954544025221114,0.0904479313098142,0.220772571729774,-0.0534136293427813,-0.0914140222862338,0.465610765221535,0.236308087979091
6,674,1.26962966909555,-1.60478708719053,0.954305275054334,0.0949837757408587,0.219506931139941,-0.045415483563175,-0.298424236794506,0.467495737711871,0.565689101146827
7,675,1.27104358017985,-1.60278868968709,0.954169605390228,0.101038560960511,0.220104936001523,-0.0357616987292799,-0.459169292386523,0.349127919967263,0.794299767172913
8,676,1.2725354950852,-1.60079377454225,0.954086566445151,0.10881162054631,0.21655984361037,-0.0236518326321258,-0.36773386026947,0.323853938036445,1.04412193210367
9,677,1.27408532287283,-1.59881404920013,0.954069724110776,0.118374120807883,0.211283250569565,-0.0103263926616664,-0.0919487456123357,0.108055449308779,1.1933451983514
10,678,1.27570465854163,-1.59685985814031,0.954103511838959,0.13018079308981,0.205051951811928,0.00193691088601224,0.206700565394601,-0.0450018998065363,1.17600931036529
11,679,1.2774426175237,-1.59492944559685,0.954152365820677,0.142633999940516,0.200627332175564,0.0114954032885479,0.287789811267384,-0.0821856063017243,1.06915033653345
12,680,1.27928460918305,-1.59300882686163,0.954193800969487,0.152809206163443,0.198084752380206,0.0180271545835945,0.300262594381993,-0.0706523553945064,0.829050967527139
13,681,1.28117651467553,-1.59106644026581,0.954206172644503,0.15954417045117,0.197866662506842,0.0213744419101108,0.256582130143072,0.0102900451106638,0.542171353531236
14,682,1.28307155480874,-1.58904281321098,0.954164884505629,0.163956484603645,0.201016336493427,0.0220393215582671,0.154680386106696,0.114205657078489,0.350268945195747
15,683,1.28492826099228,-1.58692413493814,0.954070080718172,0.165540632160409,0.205734545592887,0.0223748899666217,0.0872262274738498,0.268428659442766,0.310929904158585
16,684,1.28675386584407,-1.58467635263864,0.953908108385861,0.164976266221093,0.214415816091773,0.0198261731562715,-0.166585076806287,0.453747950893403,0.13682433562176
17,685,1.28842378736722,-1.58218618436005,0.953681588551807,0.161944889307135,0.225662481177154,0.017411455498543,-0.280598567029176,0.698810111562613,0.169628015157085
18,686,1.28993546908502,-1.579563913735,0.953419415383791,0.158087655264998,0.237528027580643,0.0138233353889499,-0.213622862830352,0.708932990479735,0.0680869035989513
19,687,1.29131024263657,-1.57678005263027,0.953119629624303,0.155105130614214,0.247981139875844,0.00916099558363541,-0.0758769898506117,0.65166932819244,-0.00725578139354707
20,688,1.29263221625049,-1.57388564451748,0.952783213337187,0.15295137969818,0.257386939119681,0.00579783444962281,-0.0344350855736339,0.586442787383607,0.123450971702645
21,689,1.29394152583299,-1.5709590939835,0.952357269515579,0.15016394717737,0.264362530441509,0.0040626300221703,0.00715042374478366,0.594058431968394,0.227711834000249
22,690,1.2950828863699,-1.56807777270458,0.953757644874362,0.141445277381335,0.26722802258454,0.0149471619027604,0.0576068282712568,0.507867371348404,0.291904798824279
23,691,1.29628043288525,-1.56515402581234,0.953418692139563,0.13422005683714,0.268838750082749,0.0173585295249532,0.114142380070036,0.408605907951474,0.377795437852585
24,692,1.29742737854476,-1.56223054716755,0.954695794186622,0.126772834076333,0.270533086896445,0.0299680625903466,0.026220338603184,0.196599757522092,0.552337010751151
25,693,1.29826474679421,-1.55944631903812,0.95623842978621,0.117426688551063,0.271691142999054,0.0427891540662938,-0.126240069653574,0.044591107442344,0.62693381085507
26,694,1.29902612243186,-1.55641261891397,0.957590890421574,0.108958696184788,0.276144685732436,0.0538239270241773,-0.332739122899255,-0.0343371452116481,0.756727300715447
27,695,1.29972237308039,-1.55340178040303,0.958882630349284,0.0998778326991374,0.280063189273968,0.0650882869542879,-0.332934184266475,-0.198258879967027,0.875617331866558
28,696,1.30043841017196,-1.55031047639215,0.960168823278075,0.0932243441695868,0.283815809217996,0.0762673440983587,-0.144594265144124,-0.390485729007266,0.954319666714837
29,697,1.30125319556544,-1.54719194470027,0.961465985955493,0.0892131011287941,0.287824628947432,0.0880047843053121,-0.0515988706831529,-0.395447263599463,1.07782751715695
30,698,1.30236024158715,-1.54398688856098,0.962783934185382,0.0916472283149905,0.293704350299009,0.098481665909915,-0.170203442271448,-0.257356733505708,1.10763398319293
31,699,1.3036694477676,-1.54075824414974,0.964137786009642,0.0976767973208241,0.30061363795596,0.107954442758117,-0.267484976532882,-0.188635032173532,1.07292192780822
32,700,1.30527105744258,-1.53746951716946,0.965522242964598,0.109445075959026,0.306968676624364,0.115724115956933,-0.168636127413729,-0.119209702141275,0.97595689825035
33,701,1.30707415485229,-1.53426860626703,0.966937606473547,0.122415911676584,0.309101752498196,0.12356661112202,0.0380982209210203,-0.114657232398602,0.871314412469309
