,Frame,CoM pos x,CoM pos y,CoM pos z,CoM vel x,CoM vel y,CoM vel z,CoM acc x,CoM acc y,CoM acc z
0,135,0.223088355518567,0.855788665851414,0.948981677306525,-0.00388879179525939,-0.00223570973084141,-0.000819488493429549,-0.028963227894746,0.00185426694286998,-0.000605788876202741
1,136,0.223070647035154,0.855787880188492,0.948979885873239,-0.00387263221733528,-0.00216712777329627,-0.000797799133488527,-0.000742591845689512,0.00195683365268082,-0.00154211447801841
2,137,0.223051223466721,0.855797257621624,0.948978950093457,-0.0039337371494209,-0.00145455715766495,-0.000597045310489945,-0.00397805982917932,0.00708438547946805,0.0135423298340111
3,138,0.223029846555104,0.855806185349163,0.948977105171932,-0.00423205134500795,-0.00134536017299242,-0.000560307988228313,0.00349697447869571,-0.00916542807214232,0.0138926492938893
4,139,0.223017171607002,0.85580820976102,0.948975132210275,-0.00347584762121859,-0.00169357205194573,-0.000779515922484366,-0.0306527002665022,-0.0101389670749542,-0.014744309061515
5,140,0.222998756243473,0.85581179070199,0.948972166339886,-0.00395718111158774,-0.00162854759737412,-0.000772947201785584,-0.0055941245617652,-0.0134212093863474,0.00667747726145408
6,141,0.222985204159599,0.855810105648526,0.948969201038376,-0.00368049379451763,-0.00204439496115633,-0.000798952041971201,-0.014874348211154,-0.0251171407868675,0.00709703761428761
7,142,0.222974824196999,0.85580440960431,0.948966126672253,-0.00336649897477231,-0.00232404985294952,-0.000999393328290925,-0.0234987135644231,-0.0329492223576405,-0.0149297974814192
8,143,0.222965666936257,0.855792367570163,0.948963301367381,-0.00289566153351989,-0.00247857345387061,-0.000989001220778268,0.00598384530294782,-0.0141260524824533,0.00188872900213881
9,144,0.222954258202436,0.855782585702726,0.94896259415308,-0.00306984888422305,-0.00220365171250809,-0.000791906427626251,-0.0329341258490745,-0.0403162926660333,0.00811246981573253
10,145,0.222952975963233,0.855765485274309,0.948963582643742,-0.00246836112905043,-0.00240322646680503,-0.000622343694855326,-0.0317395622828971,0.00816567754110076,0.0129055126107278
11,146,0.222951031575425,0.855747767590074,0.948965925202903,-0.00265165520504841,-0.00257660058388309,-0.000366717172332696,-0.018221712462239,-0.019187718132396,0.0235267624666983
12,147,0.222941787752821,0.855731513395334,0.948970000945269,-0.00329752899421137,-0.00236855972944984,-0.000103370896888296,-0.0323516727043771,-0.00042571288779563,0.0270663823501582
13,148,0.222940907590731,0.855717913650043,0.94897457146244,-0.0027669287916065,-0.00212366495245424,-0.000148196983851985,-0.0181925153477145,0.021016303267064,-0.00269726156771413
14,149,0.222938449471488,0.855708723854132,0.948977703081754,-0.00323611649300203,-0.00216448810472734,-0.00018771138100641,-0.027731399786837,-0.0142747191000079,-0.00184256811398195
15,150,0.222934453884743,0.855698119840488,0.948979747265241,-0.00300408209286552,-0.00235492805241966,-0.000312262274244214,-0.0286337963647339,0.0163435446717081,-0.00426903714783155
16,151,0.222944206610164,0.855690080812249,0.948985232180042,-0.00296837929992272,-0.0028886038999313,-0.00049805409031752,-0.049850364975702,-0.0097795181019339,-0.0195354480030002
17,152,0.222937670088188,0.855660164268888,0.948987074042659,-0.00281473763111175,-0.00326513280586673,-0.000665007775217342,-0.00988841020458374,-0.0170637830022976,-0.0176214741132356
18,153,0.222940409286842,0.855632729417318,0.948988670002057,-0.00238230729862146,-0.00364954904138437,-0.000649895184493567,-0.0365638756823268,0.0140217989230537,-0.00030647323882909
19,154,0.222948886209556,0.855613170425948,0.948992266336204,-0.00194070360640645,-0.00358835440177292,-0.000612060474515653,-0.0373797361867899,-0.00903633171401077,-0.00418983266135868
20,155,0.222948227069321,0.855597199113688,0.948996430573383,-0.00284606274848562,-0.00402562876683389,-0.000248014200553625,-0.00468113230162343,-0.0405218216768705,0.0408063282901887
21,156,0.222954918555097,0.855589666826641,0.949002338897788,-0.00264239566758792,-0.00329610293618202,-0.000233167342321184,-0.0308226272012058,-0.00304609061712003,-0.000589196926639953
22,157,0.222960024900331,0.855581637454597,0.949007167084835,-0.00242062507913422,-0.00317366856750939,-0.000295473616059154,-0.000834826376538908,-0.000845212152878396,-0.00168070769186743
23,158,0.222963179291518,0.855573512439134,0.949011701732631,-0.00269483757607066,-0.0027477776102133,-0.000263177658961459,-0.0339759160921636,0.02903343244284,0.00433038147329084
24,159,0.222958408096207,0.855568535533352,0.949014809667311,-0.0030287279471883,-0.00262378970868015,-0.00046255844826156,-0.00391980889729986,0.0159639529831941,-0.00919978602790094
25,160,0.222952362154623,0.855563604549614,0.949016922655141,-0.00311119266490266,-0.00265442149124727,-0.000614908487243147,-0.0235062825778776,-0.0191841545987306,-0.012694234511857
26,161,0.222944904125688,0.855558333123876,0.949016878566144,-0.00310154215106807,-0.00240064934241946,-0.000799725650509859,0.0193888396680251,0.00796618062506083,-0.0136966079945966
27,162,0.222952419695447,0.8555556119514,0.94901548595046,-0.00318349810507669,-0.00252046426327234,-0.000935328307577509,-0.0184926239965751,-0.00331321073650614,-0.010837000552908
28,163,0.222939911602424,0.855529037966766,0.949014906437875,-0.00327384391442609,-0.00263248344102391,-0.000992063165833486,-0.0242425700160096,0.0126631901557268,-0.00889525129268998
29,164,0.222937003966255,0.855500279303759,0.949014993344556,-0.00280260558772529,-0.00338618117751709,-0.00092868600976058,-0.041277993781177,-0.0053022589564164,0.0025047904511218
30,165,0.22293836904548,0.855473646436167,0.949016756603711,-0.00248739953401224,-0.0032930352526447,-0.000679762649221184,-0.0134025903849619,-1.30646845486909e-05,0.0128310966292616
31,166,0.222952370507496,0.855461569446113,0.949020492072814,-0.0027655423449596,-0.00342282442446716,-0.000573002089414644,-0.0282659169558803,-0.00366580778880535,0.0108177554928748
32,167,0.222952101418774,0.855446511940918,0.949022991114119,-0.00269904437375835,-0.003186955091641,-0.000393306274029054,-0.0237173512010755,-0.000825325152862283,0.0194202634341051
33,168,0.222961108225704,0.85542589822403,0.949025725427543,-0.00176189788951043,-0.00304652688978672,-0.000355511975302989,-0.0127719660794987,0.031161570018569,0.0123235620560991
34,169,0.222968144302273,0.855424084103354,0.949027959039608,-0.00187130173884037,-0.00191935581087058,-0.000210677311975507,-0.00719137697164115,-0.0120602450096555,0.0168427934912181
35,170,0.222992274058184,0.855414202970086,0.94903996870631,-0.00117250791047983,-0.00244176072056171,-0.000502468629658942,-0.0332492455544183,-0.0077463704051858,-0.0339733068489992
36,171,0.222985578808938,0.855376203042427,0.94904679828132,-0.00222188208149608,-0.00315678943725912,-0.000384239384395569,0.0286980680509533,0.0364962816178385,0.0184882907817184
37,172,0.222979592136354,0.855347737689977,0.949054220499756,-0.00188788706960894,-0.00338036014120151,-0.000379518442752064,-0.0190175185750786,-0.0218274692872798,-0.0115615402012814
38,173,0.222969593929673,0.855318868138217,0.949057920664888,-0.00231431358167149,-0.0036143463551409,-0.00049468359554458,-0.0129797523013954,0.00786751279106023,-0.00854022181314969
39,174,0.222957920549262,0.855289697419195,0.949061546250627,-0.0025317590295806,-0.00365718963239086,-0.00064979958093813,-0.0181147578382331,0.00839064472393881,-0.0160141680735245
40,175,0.222946115219268,0.855270976169242,0.949063984397068,-0.00249544722904087,-0.00313259604784904,-0.000678655484958258,-0.0202994788964639,0.00835157092300061,-0.00764828721462031
41,176,0.222938672432146,0.855252059591487,0.94906618838427,-0.00190261398852627,-0.0033395692250207,-0.000656219688511985,-0.00624327306692326,0.0351508515318675,0.00148798197956212
42,177,0.222935626848751,0.85524743512563,0.949068663538113,-0.00192553999063438,-0.0024406607319473,-0.000617374744169056,-0.000366647642282799,-0.0140820626107936,-0.00617162583990808
43,178,0.222929109025942,0.855238523161187,0.949070089585785,-0.00262609707522347,-0.0023590366778882,-0.000402401622060739,0.00468827124278502,0.0290415179857708,0.0287651183688421
44,179,0.222939371658253,0.855232223183237,0.949071962480787,-0.00172482609654957,-0.00204088946881405,-0.000504381635716259,-0.0331545655957813,0.00314625634617348,-0.0122945851354039
45,180,0.222941728424607,0.855224300658547,0.949072231094724,-0.00236943564570303,-0.00243405300939527,-0.000482097046020758,4.76164979813532e-05,0.000292952891381152,0.0161857381929311
46,181,0.222946807683653,0.855212260772752,0.949073287176626,-0.00223267343476294,-0.00250729920469016,-0.000371379732223254,0.00884752702113873,0.00846780013429969,0.0180630716224202
47,182,0.222957643833415,0.855198856608025,0.949074618716705,-0.00185051819146308,-0.00270228053825328,-0.000397877274929677,-0.0153429218153805,-0.0152782677439292,0.00150537314821962
